LSOA21CD,Higher_manager_administrative_professional,Lower_supervisory&technical_occupations,Semi-routine_occupations,Routine_occupations,NeverWorked&Long-term_unemployed,Full-time_students,Lower_manager_administrative_professional,Intermediate_occupations,Small_employers&ownaccount_workers
E01005836,14.7267,5.4662,10.9968,10.2894,6.881,4.2444,23.537,15.1125,8.746
E01005837,11.6129,5.6452,10.6452,11.129,5.8871,4.6774,22.9032,17.1774,10.3226
E01005838,11.528,6.3438,12.824,10.0955,5.7981,3.9563,27.0123,14.1201,8.322
E01005839,22.5023,3.4203,8.3708,5.0405,4.7705,5.8506,25.3825,16.6517,8.0108
E01005840,12.6161,4.7988,13.6997,10.2941,7.3529,3.4056,23.1424,14.3963,10.2941
E01005841,15.1144,4.9837,9.232,10.049,7.3529,3.1863,23.4477,14.3791,12.2549
E01005842,15.4135,4.9624,10.8271,6.6917,5.2632,4.9624,23.985,15.0376,12.8571
E01005843,15.1438,5.4992,10.9137,8.9679,3.6379,4.2301,25.3807,16.0745,10.1523
E01005844,15.3785,3.3466,10.3586,7.012,10.757,6.9323,22.1514,13.0677,10.996
E01005845,14.9209,5.049,11.6805,8.2894,7.9879,7.0083,22.1552,13.1876,9.7212
E01005846,14.1481,3.7778,9.2593,7.3333,8.3704,8.1481,22.5926,13.4815,12.8889
E01005847,12.0897,6.4051,12.3299,8.1665,8.3267,4.5637,22.8183,16.0128,9.2874
E01005848,19.1617,3.1138,7.4251,4.8503,6.6467,8.9222,25.2695,13.1138,11.497
E01005849,15.516,4.974,10.6162,6.2361,6.3103,5.271,25.167,15.8129,10.0965
E01005850,12.35,5.5752,11.0797,9.5272,11.0797,4.5166,21.8066,14.9612,9.1037
E01005851,16.6163,3.6254,8.3837,6.7976,9.3656,6.2689,23.9426,13.5952,11.4048
E01005852,23.8841,3.5239,7.0478,6.8912,7.5176,5.7948,25.7635,11.8246,7.7525
E01005853,13.4691,3.9937,11.9029,11.5897,11.5897,6.2647,19.9687,12.2944,8.9272
E01005854,26.0517,2.8044,4.6494,5.0923,3.69,4.9446,31.3653,11.8081,9.5941
E01005855,24.5629,2.6644,5.4122,3.4971,6.8276,5.995,28.5595,12.4896,9.9917
E01005856,16.8504,3.3071,10.0787,6.063,6.5354,5.8268,26.2992,13.7795,11.2598
E01005857,18.8576,3.0516,6.964,4.1471,9.9374,8.3725,24.4914,12.1283,12.0501
E01005858,21.4392,4.3769,7.8635,6.7507,5.1187,4.6736,26.9288,13.2789,9.5697
E01005859,27.7969,3.3563,6.8847,3.9587,3.9587,5.6799,26.7642,11.6179,9.9828
E01005860,25.7359,4.5416,5.8873,4.9622,3.7847,6.6442,29.6047,10.4289,8.4104
E01005861,18.2609,4.8221,9.249,7.747,5.4545,5.6126,24.4269,13.2016,11.2253
E01005862,17.2727,3.9669,8.6777,8.1818,5.2893,5.2893,26.3636,14.6281,10.3306
E01005863,27.6611,2.521,8.0532,5.6723,5.6022,3.7815,25.1401,11.6947,9.8739
E01005864,28.0715,3.0327,5.6765,4.3546,5.9876,5.21,29.2379,10.1089,8.3204
E01005865,27.4834,3.1126,4.9007,4.3046,4.9007,5.2318,27.5497,10.1987,12.3179
E01005866,23.8913,4.0773,8.1545,7.0815,6.867,4.721,24.1059,10.372,10.7296
E01005867,29.1874,2.3217,5.8043,4.5605,3.8972,5.3897,30.1824,10.4478,8.209
E01005868,19.74,3.5743,7.961,7.3924,7.961,5.4427,23.883,14.2161,9.8294
E01005869,17.8491,4.705,9.0366,8.5138,8.2151,7.9164,22.4048,11.5011,9.8581
E01005870,8.4018,5.8447,14.6119,13.8813,5.5708,4.6575,20.3653,16.347,10.3196
E01005871,10.1911,6.0055,15.7416,13.4668,6.0965,4.7316,20.5641,14.7407,8.4622
E01005872,8.4906,6.2409,13.135,13.4978,10.0145,3.6284,20.3193,15.4572,9.2163
E01005873,11.9128,7.1309,12.6678,11.4094,5.0336,5.9564,20.2181,16.1913,9.4799
E01005874,6.0102,4.9872,15.0256,19.9488,12.7238,3.8363,15.1535,14.8338,7.4808
E01005875,12.929,6.5443,10.854,10.1357,5.5866,4.4693,22.6656,15.6425,11.1732
E01005876,8.2787,6.8852,11.9672,13.9344,5.3279,5.4098,19.7541,18.9344,9.5082
E01005877,9.3886,6.4774,13.1004,15.0655,7.933,5.5313,17.9039,16.23,8.3697
E01005878,12.2189,6.2969,13.2684,11.994,7.946,4.5727,21.5892,11.3943,10.7196
E01005879,14.9905,6.2619,11.2903,10.5313,7.3055,4.4592,23.5294,11.1954,10.4364
E01005880,21.799,3.7277,7.1313,5.1053,4.376,3.5656,28.8493,12.3987,13.047
E01005881,30.6244,3.3697,6.3429,2.5768,2.8741,3.4688,29.9306,11.4965,9.3162
E01005882,26.2712,2.8249,7.4388,3.7665,4.7081,4.1431,27.7778,14.2185,8.8512
E01005883,28.482,2.9734,6.4945,3.3646,4.4601,4.1471,28.4038,11.9718,9.7027
E01005884,20.6219,3.928,7.9378,4.419,3.6007,4.3372,28.9689,15.1391,11.0475
E01005885,19.4066,4.0096,9.0617,7.3777,7.2173,3.9294,26.0626,12.6704,10.2646
E01005886,9.7128,6.5034,11.9088,16.4696,8.6149,5.4899,18.4122,13.5135,9.375
E01005887,7.5294,4.8627,13.4902,15.6863,12.3137,8.549,15.451,12.6275,9.4902
