LSOA21CD,Higher_manager_administrative_professional,Lower_supervisory&technical_occupations,Semi-routine_occupations,Routine_occupations,NeverWorked&Long-term_unemployed,Full-time_students,Lower_manager_administrative_professional,Intermediate_occupations,Small_employers&ownaccount_workers
E01035048,12.8258,6.3786,11.5912,14.0604,5.5556,5.144,22.6337,14.4033,7.4074
E01035049,17.8511,7.5296,9.9831,11.0829,3.3841,3.3841,24.3655,14.2978,8.1218
E01035050,14.0665,5.2003,11.9352,14.1517,4.9446,5.9676,23.6147,13.1287,6.9906
E01035051,17.0712,5.9061,8.657,9.8706,3.8026,7.4434,21.2783,16.6667,9.3042
E01035052,11.0517,5.3476,12.2995,14.7059,8.6453,6.0606,20.5882,12.4777,8.8235
E01035053,13.834,6.0079,10.5929,9.8024,4.2688,6.6403,24.7431,13.4387,10.6719
E01035054,32.2929,1.8007,3.2413,2.601,1.9608,17.9272,29.0516,7.9632,3.1613
E01035055,13.5671,5.4116,9.8323,6.5549,6.7073,3.7348,25.5335,13.9482,14.7104
E01035056,14.2739,5.8921,10.7884,9.7925,4.4813,5.4772,26.2241,13.9419,9.1286
E01035057,11.9565,5.5124,6.9876,9.3168,6.7547,2.4845,22.7484,18.7888,15.4503
E01035058,6.8166,6.544,9.407,19.0184,16.9052,2.6585,14.7921,8.4526,15.4056
E01035059,9.9883,7.0678,13.4346,14.5444,12.8505,3.9136,19.8598,11.1565,7.1846
E01035060,7.4713,9.2672,14.5833,14.3678,10.6322,4.2385,17.8161,13.2184,8.4052
E01035061,18.1728,4.9652,10.427,14.002,4.568,3.0785,25.8193,8.8381,10.1291
E01035062,19.8319,4.2857,10.9244,8.4874,4.1176,3.6975,26.4706,10.1681,12.0168
E01035063,18.5085,4.2228,7.1878,8.805,4.9416,10.6918,27.3136,6.1995,12.1294
E01035064,13.1937,3.6649,10.4712,9.1099,9.9476,2.6178,25.9686,11.5183,13.5079
E01035065,16.9231,3.1579,10.0405,7.3684,8.0972,9.7166,23.8057,12.3887,8.502
E01035066,20.4478,3.5821,8.6567,5.7463,3.8806,5.8209,28.8806,13.5075,9.4776
E01035067,18.2145,4.6076,10.7271,7.6314,4.8236,4.1037,23.6141,9.5032,16.7747
E01035068,13.7658,6.25,10.9968,9.4146,5.4589,5.538,24.6835,11.7089,12.1835
E01035069,18.1818,4.9663,8.0808,5.8923,3.2828,5.8923,29.9663,10.1852,13.5522
E01035070,15.488,6.0113,11.8105,11.0325,5.1627,4.2433,25.8133,11.7397,8.6987
E01035071,12.5192,5.5926,9.3894,8.158,4.5664,4.156,20.3694,10.5182,24.7306
E01035072,15.9024,5.1707,9.9512,7.3659,5.0244,2.878,21.122,9.1707,23.4146
E01035073,7.4301,8.3916,15.9965,23.6888,8.2168,6.3811,14.5979,8.1294,7.1678
E01035074,8.9298,8.5208,14.5876,19.1547,4.9761,7.4301,17.6551,11.8609,6.8848
E01035075,12.8519,7.5887,12.1175,14.8103,6.7319,6.4871,22.399,12.1175,4.896
E01035076,15.3305,7.8762,9.353,9.7046,2.8129,5.2743,29.2546,12.9395,7.4543
E01035077,4.8,7.9,20.8,19.4,13.6,5.3,10.5,10.1,7.6
E01035078,16.8892,6.2058,11.1548,10.055,4.0063,6.0487,24.0377,14.6112,6.9914
E01035079,16.4569,6.0987,12.1007,9.6805,4.1626,5.2275,24.9758,12.9719,8.3253
E01035080,17.4472,4.8669,10.1928,8.2645,4.1322,4.8669,25.8953,14.7842,9.55
E01035081,18.326,4.8458,10.4846,9.3392,4.141,5.022,24.6696,12.2467,10.9251
E01035082,10.9898,7.3038,11.6724,12.6962,6.4846,6.6894,21.9113,12.0137,10.2389
E01035083,15.9157,5.0322,8.7185,11.3517,5.1492,4.8566,26.1556,13.6922,9.1281
E01035084,19.883,4.0205,6.7251,5.7018,4.5322,5.7749,28.655,12.3538,12.3538
E01035085,17.7482,4.222,8.5223,7.5059,4.3784,5.9421,26.4269,12.588,12.6661
E01035086,21.9477,3.7064,6.9767,8.5029,3.9244,6.1773,20.7122,10.5378,17.5145
E01035087,18.4167,4.5833,9.3333,5.75,4.5833,3.25,28.0833,9.25,16.75
E01035088,14.5374,4.7724,11.4537,10.793,5.7269,3.9648,24.5228,12.2614,11.9677
E01035089,23.6213,4.8713,7.5368,8.9154,2.7574,5.6066,26.4706,10.5699,9.6507
E01035090,21.2635,3.775,5.9322,7.7042,3.621,5.9322,27.4268,14.5609,9.7843
E01035091,7.7357,8.5415,14.585,22.3207,6.9299,5.2377,14.9073,11.1201,8.6221
E01035092,16.8175,5.3544,10.4827,9.276,5.7315,4.6757,24.5098,13.9517,9.2006
E01035093,14.3646,4.8934,10.3394,10.0237,6.0773,6.0773,21.547,14.2068,12.4704
E01035094,15.3766,5.5439,11.2971,12.4477,4.8117,7.113,21.9665,10.4603,10.9833
E01035095,14.4853,6.0294,10.2941,11.3971,5.7353,5.0735,23.1618,10.8088,13.0147
E01035096,13.2212,8.0128,10.2564,13.3013,4.5673,6.8109,20.6731,13.3013,9.8558
E01035097,14.1115,6.5331,9.4077,10.8885,4.7909,5.0523,26.3937,13.9373,8.885
E01035098,15.6942,6.0362,9.4567,12.4748,5.4326,3.6217,21.2274,10.161,15.8954
E01035099,11.8033,6.9672,10.2459,15.9836,5.9016,5.8197,21.1475,12.8689,9.2623
E01035100,19.2498,5.9448,8.8464,10.6157,4.2463,4.954,26.9639,10.828,8.351
E01035101,20.7941,5.3836,9.2194,9.1521,2.6918,5.5855,27.2544,11.3055,8.6137
E01035102,21.1064,4.766,8.9362,7.234,2.383,6.4681,28.5106,10.7234,9.8723
E01035103,12.3941,6.9915,12.0763,13.1356,5.1907,5.0847,23.411,10.911,10.8051
E01035104,10.55,7.8449,14.0667,13.3454,8.2958,4.4184,20.018,11.1812,10.2795
E01035105,16.3248,5.8974,10.7692,11.1966,6.6667,4.5299,22.9915,11.7949,9.8291
E01035106,21.8442,4.0286,8.5049,6.1773,5.103,3.6705,26.7681,12.0859,11.8174
E01035107,15.4535,5.8231,11.3662,11.5901,3.5834,3.4714,20.0448,12.0941,16.5733
E01035108,14.3609,4.5865,10.9023,9.4737,3.8346,5.2632,23.985,9.9248,17.6692
E01035109,13.3275,3.7456,11.9338,9.4077,4.7038,4.7909,22.2997,10.2787,19.5122
E01035110,15.2174,5.83,12.4506,12.6482,2.5692,4.9407,24.3083,9.2885,12.747
E01035111,13.5521,6.3481,11.8402,11.9116,2.9957,5.3495,25.535,10.8417,11.6262
E01035112,14.0575,4.4089,11.3738,10.0958,7.7955,3.3227,21.5974,11.0543,16.2939
E01035113,11.1205,7.0767,14.4061,14.4061,4.2965,5.476,19.8821,13.0581,10.278
E01035114,7.0696,8.4379,15.9635,18.5861,5.3592,5.7013,16.4196,12.8848,9.5781
E01035115,9.6429,8.6607,13.5714,16.875,4.4643,2.6786,20.9821,12.5,10.625
E01035116,6.4815,9.465,15.9465,23.3539,5.4527,4.0123,13.9918,11.5226,9.7737
E01035117,12.5385,6.6154,12.5385,14.1538,3.0769,5.7692,23.3846,13.3846,8.5385
E01035118,9.4118,8.2353,14.902,19.8039,6.8627,3.3333,16.6667,11.9608,8.8235
E01035119,9.2382,6.0778,15.8833,18.4765,5.3485,3.9708,19.53,12.966,8.5089
E01035120,14.5849,5.4306,9.5423,9.6199,5.4306,3.3359,22.4205,12.1024,17.533
E01035121,7.5353,8.6342,16.4835,17.6609,7.2214,3.4537,18.4458,13.0298,7.5353
E01035122,11.3517,6.3648,13.5171,10.3675,4.3307,4.7244,27.5591,14.3701,7.4147
E01035123,13.4454,6.9519,12.2231,9.8549,2.139,8.327,24.0642,16.1192,6.8755
E01035124,13.6321,6.3492,12.1382,9.2437,2.0542,6.9094,25.0233,16.62,8.0299
E01035125,6.998,9.2292,16.7343,23.7323,6.4909,3.3469,16.2272,7.5051,9.7363
E01035126,8.9431,6.9106,16.3618,20.0203,7.8252,5.6911,17.4797,8.5366,8.2317
E01035127,17.5284,4.918,9.5839,6.8726,5.2963,6.4943,24.338,12.9887,11.9798
E01035128,14.2095,6.6044,12.5417,9.5397,2.068,4.5364,28.4189,13.4089,8.6724
E01035129,12.2463,7.1719,14.4114,12.4493,5.8863,4.2625,22.1245,12.2463,9.2016
E01035130,6.6424,6.2784,17.7434,18.5623,9.0082,4.4586,13.6488,10.4641,13.1938
E01035131,8.2954,6.381,15.4057,16.2261,7.4749,4.1021,17.0465,11.7593,13.309
E01035132,10.4065,5.3659,12.6016,13.252,5.0407,4.7967,24.5528,11.8699,12.1138
E01035133,6.4485,7.1222,20.2117,16.2656,11.0683,2.9836,15.1107,9.3359,11.4533
E01035134,8.4237,7.4229,15.0125,11.9266,6.9224,3.6697,22.2686,12.5938,11.7598
E01035135,14.3016,7.4279,10.9756,10.5322,2.5499,4.2129,26.3858,16.1863,7.4279
E01035136,8.8303,6.078,14.2202,14.2775,6.0206,2.4656,20.9862,14.4495,12.672
E01035137,15.0265,5.291,9.418,11.8519,7.5132,9.418,21.2698,12.2751,7.9365
E01035138,15.8929,4.7321,10.9821,10.8036,9.5536,8.0357,22.4107,10.7143,6.875
E01035139,9.2365,1.676,5.2142,5.5121,4.879,51.5084,10.987,6.0335,4.9534
E01035140,12.0505,6.1224,11.5646,14.5773,9.621,11.6618,17.6871,9.8154,6.8999
E01035141,29.0857,3.0958,8.9273,4.5356,3.6717,6.2635,24.982,10.8711,8.5673
E01035142,30.4098,2.1311,5.5738,2.7869,4.8361,4.1803,25.4918,14.0164,10.5738
E01035143,19.1396,5.4434,9.8332,6.7603,3.2485,5.0044,22.3003,14.1352,14.1352
E01035144,18.6402,3.7433,10.3132,7.1047,3.8197,4.5837,26.738,13.5982,11.4591
E01035145,18.6603,6.1244,11.1005,6.5072,3.445,4.3062,24.9761,16.4593,8.4211
E01035146,18.835,5.8252,9.9029,7.4757,1.8447,5.534,26.6019,14.5631,9.4175
E01035147,8.7006,7.0056,17.9661,16.6102,4.7458,3.5028,17.9661,14.5763,8.9266
E01035148,16.6225,4.863,12.0248,8.3112,5.305,5.7471,25.0221,14.0584,8.046
E01035149,14.6278,5.9484,11.4478,9.2406,5.4246,5.275,24.6914,13.8795,9.465
E01035150,16.4269,5.6355,8.3933,7.0743,2.1583,6.3549,31.6547,13.5492,8.753
E01035151,14.2996,5.5447,13.8132,9.2412,2.821,6.8093,25.4864,13.4241,8.5603
E01035152,15.0722,6.5884,12.0939,10.1083,2.5271,6.2274,26.444,12.9061,8.0325
E01035153,17.0594,6.5033,9.6136,7.8228,2.8275,5.5608,30.2545,12.8181,7.5401
E01035154,15.7258,4.7883,11.3407,8.871,5.0403,2.2681,24.5968,10.4335,16.9355
E01035155,6.8997,6.9917,14.1674,17.2033,8.8316,4.9678,18.8592,11.7755,10.3036
E01035156,12.6853,7.084,11.944,12.3558,5.3542,4.9423,22.7348,12.8501,10.0494
E01035157,15.0099,4.9702,13.4195,11.5308,9.1451,6.163,21.4712,9.1451,9.1451
E01035158,11.39,5.9846,13.2239,11.39,7.3359,11.9691,20.3668,8.8803,9.4595
E01035159,15.3846,5.8483,10.2213,7.9557,4.0569,6.0063,27.1865,14.2782,9.0622
E01035160,19.1414,3.5186,7.741,7.6003,5.4187,5.841,24.0676,13.7931,12.8783
E01035161,5.9253,4.6266,14.5292,12.987,7.8734,24.9188,12.5,7.9545,8.6851
E01035162,9.9617,6.3218,15.5172,15.0383,6.9923,9.2912,17.8161,7.567,11.4943
E01035163,8.7671,6.6667,14.0639,13.3333,8.4018,10.137,19.9087,9.9543,8.7671
E01035164,3.4028,2.5694,11.0417,5.9028,6.9444,54.7917,6.1111,4.5139,4.7222
E01035165,7.5282,6.4617,11.4806,8.532,5.3952,6.9009,31.1167,18.0678,4.5169
E01035166,16.4808,3.8414,13.3829,11.772,6.6914,7.6828,22.6766,11.6481,5.824
E01035167,16.5049,6.6748,11.7718,9.5874,5.5825,7.0388,23.665,11.0437,8.1311
E01035168,17.8423,4.9793,9.6266,7.8838,4.3154,8.0498,25.5602,11.7012,10.0415
E01035169,25.5906,3.7402,7.7756,5.0197,4.5276,4.626,27.9528,12.7953,7.9724
E01035170,17.8636,4.9372,10.2334,7.8097,6.6427,5.4758,26.3914,11.1311,9.5153
E01035171,19.7892,3.1616,9.9532,6.9087,8.0796,4.8009,23.185,14.1686,9.9532
E01035172,24.3771,2.8283,7.2727,5.1178,3.0303,4.7811,32.862,11.3805,8.3502
E01035173,16.2441,4.3192,11.9249,7.8873,4.4131,5.3521,28.169,13.8967,7.7934
E01035174,13.4222,4.1778,12.0889,8.7111,3.5556,8.8,30.0444,11.2,8
E01035175,17.9845,4.1085,10.3101,8.062,4.8837,9.845,27.2093,10.3876,7.2093
E01035176,21.793,5.2478,8.4548,5.1749,4.3003,5.6122,27.6239,13.4111,8.3819
E01035177,17.658,5.5762,11.0595,9.5725,4.1822,6.6914,24.7212,11.9888,8.5502
E01035178,14.7563,6.5889,9.4715,9.8833,5.6966,5.1476,20.9334,12.4914,15.0309
E01035179,18.3816,4.2957,9.1908,7.2927,2.997,6.7932,26.973,12.4875,11.5884
E01035180,15.1351,5.0811,9.0811,9.7297,3.5676,4.973,22.9189,15.4595,14.0541
E01035181,15.6627,4.6185,7.8313,8.0321,4.8193,4.2169,26.506,13.5542,14.759
E01035182,14.3393,5.6232,11.3402,8.9972,6.5604,4.1237,21.462,11.3402,16.2137
E01035183,9.3023,7.9242,12.7476,16.7097,5.7709,5.7709,19.6382,14.5564,7.5797
E01035184,6.2721,6.8905,13.5159,17.2261,10.2473,4.0636,17.3145,14.9293,9.5406
E01035185,24.3028,2.7888,6.1355,6.2948,5.8167,8.2072,27.251,10.757,8.4462
E01035186,21.9938,3.3916,6.7831,5.6526,9.7636,6.0637,26.6187,10.2775,9.4553
E01035187,6.6272,5.8728,14.3319,19.1272,14.9246,5.7112,14.7091,9.8599,8.8362
E01035188,3.0476,7.1746,17.3968,18.6032,22.2857,7.3651,10.1587,8.381,5.5873
E01035189,4.3124,3.8242,9.5199,15.4597,26.6884,23.271,6.9162,5.2075,4.8007
E01035190,2.2624,4.5249,8.5973,14.4042,27.7526,24.736,5.5807,4.2986,7.8431
E01035191,6.0383,5.3019,12.2975,16.4948,20.5449,11.2666,12.2975,8.542,7.2165
E01035192,3.7736,3.7736,9.5333,13.1082,23.8332,21.0526,6.7527,9.0367,9.136
E01035193,15.2022,6.1367,10.8089,5.6485,9.4142,2.9986,26.4296,12.8312,10.53
E01035194,10.8758,6.641,9.8171,8.6622,7.9885,5.1011,30.2214,14.437,6.256
E01035195,20.9836,6.4754,6.7213,6.3115,4.918,7.9508,24.7541,13.3607,8.5246
E01035196,12,7.8095,12.6667,8.4762,6.7619,6,22.4762,14.5714,9.2381
E01035197,1.1398,4.7112,14.8936,17.8571,36.9301,9.8024,5.5471,5.0912,4.0274
E01035198,9.9671,6.5074,11.4498,13.0972,7.4959,8.1549,23.9703,13.5091,5.8484
E01035199,2.8571,6.8783,10.582,22.5397,22.7513,6.1376,10.582,6.2434,11.4286
E01035200,2.8338,5.2267,12.6574,13.539,30.6675,8.8161,8.6902,6.1713,11.398
E01035201,13.2159,7.6358,10.793,9.3979,7.1219,6.094,25.1836,12.5551,8.0029
E01035202,10.2582,5.9783,12.8397,14.7418,10.5299,7.8125,17.5272,11.8207,8.4918
E01035203,16.71,5.8874,8.2251,6.2338,2.2511,6.9264,31.342,14.5455,7.8788
E01035204,22.0787,5,6.6292,4.3258,3.6517,9.8876,25.618,13.0337,9.7753
E01035205,9.713,6.4753,15.9676,12.9507,4.1943,4.415,20.0147,15.8205,10.4489
E01035206,21.9178,3.7443,8.5845,7.3973,2.3744,5.9361,26.484,14.5205,9.0411
E01035207,22.9385,3.2984,5.6222,5.8471,4.8726,25.2624,18.6657,7.1964,6.2969
E01035208,7.9171,1.7908,4.4769,3.6758,2.2149,62.1583,10.0848,3.4873,4.1942
E01035209,18.1818,4.1212,8.3636,8.6061,5.2121,5.0909,23.5152,8.1212,18.7879
E01035210,6.8756,1.9177,3.7886,4.5837,2.2451,57.9046,9.9626,4.4434,8.2788
E01035211,25.3564,3.3605,8.3503,5.9063,2.6477,5.7026,29.4297,11.7108,7.5356
E01035212,23.8166,3.5503,7.8402,6.5828,4.216,5.7692,25.074,12.426,10.7249
E01035213,13.0841,6.3983,12.9403,11.1431,4.6729,6.1107,22.9331,13.0841,9.6334
E01035214,14.5695,6.0338,11.9941,9.2715,5.5188,6.6225,21.56,10.5224,13.9073
E01035215,6.644,7.7513,18.3986,18.9097,7.4957,2.4702,16.7802,11.2436,10.3066
E01035216,10.9091,7.4432,12.5,14.3182,2.6705,6.1364,24.4318,13.4659,8.125
E01035217,23.1115,5.1259,8.3633,6.1151,2.9676,4.5863,26.8885,15.8273,7.0144
E01035218,18.7451,5.1765,8.7843,9.0196,3.0588,5.0196,26.6667,12.8627,10.6667
E01035219,11.716,7.1006,12.5444,13.2544,2.9586,3.787,21.3018,17.5148,9.8225
E01035220,19.7837,4.3893,7.1883,8.715,2.799,7.3791,25.5089,16.0941,8.1425
E01035221,19.4251,5.2265,9.9303,7.9268,4.7909,6.2718,25.4355,12.4564,8.5366
E01035222,13.3381,7.7145,11.2473,11.3194,5.6957,5.119,22.2062,14.2754,9.0844
E01035223,11.0211,7.2123,13.128,17.5041,4.4571,4.5381,18.7196,16.2885,7.1313
E01035224,18.6257,5.5154,12.7486,12.8391,5.0633,5.6962,22.2423,11.0307,6.2387
E01035225,18.888,5.8054,7.1954,11.529,4.4971,6.296,26.6558,13.2461,5.8872
E01035226,21.2396,4.3084,8.6924,9.9773,4.8375,6.7271,25.4724,11.2623,7.483
E01035227,20.6735,4.6773,9.3545,10.3835,3.6483,7.5772,22.2638,13.4705,7.9514
E01035228,9.8179,1.9991,3.554,4.4425,2.7543,54.9089,11.7281,7.7743,3.0209
E01035229,4.8254,0.7846,2.3539,2.8246,1.4908,76.6575,6.3162,3.0993,1.6477
E01035230,28.2818,2.4546,4.8026,7.2572,4.1622,14.7279,23.159,10.7791,4.3757
E01035231,18.4764,1.9264,4.7285,3.0648,2.014,38.0035,19.1769,7.5306,5.0788
E01035232,20.2624,3.7172,8.6006,10.277,3.6443,9.6939,22.8863,12.0991,8.8192
E01035233,26.6482,2.8452,6.8702,5.6211,3.9556,10.7564,22.9008,9.7849,10.6176
E01035234,23.8636,3.5227,6.5909,6.25,4.0909,4.4318,22.5,10.6818,18.0682
E01035235,19.2308,3.9103,10.4487,6.2179,6.3462,5.1923,21.4103,15,12.2436
E01035236,22.2749,5.0102,7.109,4.7393,4.9425,5.3487,23.6967,11.3067,15.5721
E01035237,27.9178,3.5481,6.0691,4.9486,4.7619,3.8282,28.2913,11.0177,9.6172
E01035238,23.5116,3.0272,6.0545,6.7608,3.2291,4.8436,27.8507,12.8153,11.9072
E01035239,24.4493,2.6432,6.0573,3.7445,4.185,3.9648,30.2863,14.0969,10.5727
E01035240,20.1068,5.2491,7.3843,5.9609,3.7367,4.2705,31.2278,13.6121,8.452
E01035241,17.6523,5.3763,11.3799,11.9176,8.5125,2.5986,22.1326,11.828,8.6022
E01035242,19.0902,6.786,10.2908,8.7248,7.3826,3.4303,22.5951,11.4094,10.2908
E01035243,24.6332,3.7066,7.7992,7.1815,3.6293,6.1776,25.4826,12.973,8.417
E01035244,16.4783,6.2147,8.8512,9.0395,4.049,4.8964,22.9755,14.5951,12.9002
E01035245,23.3278,4.6823,8.0268,5.6856,2.592,5.7692,28.5953,13.3779,7.9431
E01035246,24.2613,4.8989,8.0093,6.4541,2.3328,5.521,28.2271,11.353,8.9425
E01035247,15.0044,4.8544,11.2974,11.0327,11.2974,7.8553,19.1527,10.7679,8.7379
E01035248,9.9838,5.8442,10.1461,16.0714,11.4448,6.6558,16.7208,9.4156,13.7175
E01035249,16.4292,3.7037,9.7816,10.7312,8.8319,8.642,18.9934,12.3457,10.5413
E01035250,20.6983,3.5744,7.6475,5.7357,6.9825,11.8038,22.1114,11.2219,10.2244
E01035251,7.7236,4.2973,11.0918,14.6341,16.6086,9.2915,14.6922,9.698,11.9628
E01035252,9.1807,5.5281,11.2537,15.3011,11.9447,7.4038,17.8677,10.0691,11.4511
E01035253,26.3339,4.9053,6.8847,8.5198,9.7246,5.6799,22.2892,7.9174,7.7453
E01035254,11.0592,5.3738,11.2928,11.838,14.4081,9.19,16.9003,9.2679,10.6698
E01035255,20.4661,4.458,7.8014,7.7001,3.6474,2.4316,25.0253,9.5238,18.9463
E01035256,27.0702,3.5835,7.0218,5.6659,5.6659,3.4383,23.4867,10.3148,13.753
E01035257,11.2329,1.0568,2.3092,2.1918,2.5049,62.1918,10.5284,4.8141,3.1703
E01035258,28.3085,2.454,6.3103,4.3821,3.681,8.9395,24.6275,12.4452,8.8519
E01035259,21.8085,5.0152,9.6505,8.3587,4.4073,4.0274,23.6322,14.1337,8.9666
E01035260,29.9582,4.1841,6.8619,5.4393,2.8452,3.7657,27.5314,11.3808,8.0335
E01035261,29.761,4.4895,6.517,6.0101,3.4033,5.7205,25.9957,11.0065,7.0963
E01035262,29.0382,2.7744,6.0419,3.8841,4.439,5.0555,28.0518,12.5154,8.1998
E01035263,29.3578,4.0867,5.9216,6.839,2.8357,3.5863,28.357,11.0092,8.0067
E01035264,21.7272,3.5641,7.5394,7.608,5.6203,4.3866,24.3317,11.6518,13.5709
E01035265,32.1285,4.1499,4.6854,3.4806,2.4096,3.4806,30.0535,11.4458,8.166
E01035266,20.6975,4.2456,8.7187,6.4443,4.3973,3.8666,26.9143,13.0402,11.6755
E01035267,23.1504,3.5004,7.8759,7.4781,3.6595,6.6826,23.1504,11.615,12.8878
E01035268,21.8842,5.0049,7.8508,7.1639,3.2385,5.2993,25.5152,13.8371,10.2061
E01035269,23.4524,3.9683,8.8889,6.1111,5.7937,4.7619,24.3254,10.0794,12.619
E01035270,20.0359,4.9416,7.0979,6.0198,3.2345,5.4807,30.7278,11.0512,11.4106
E01035271,21.2747,6.4632,6.2837,8.1688,4.219,6.6427,25.8528,12.5673,8.5278
E01035272,9.1915,6.8085,13.3617,14.6383,10.5532,5.617,17.8723,12.8511,9.1064
E01035273,8.6188,5.4144,15.0276,15.2486,9.1713,7.2928,18.232,11.0497,9.9448
E01035274,4.1667,7.0513,16.9872,20.2991,13.6752,7.1581,12.3932,8.8675,9.4017
E01035275,19.46,4.0968,7.7281,10.3352,7.1695,6.5177,25.0466,10.6145,9.0317
E01035276,23.6538,4.7115,7.1154,7.1154,5.4808,6.6346,27.7885,9.7115,7.7885
E01035277,14.1168,6.4302,9.7561,9.7561,5.0259,5.9867,23.8729,14.4863,10.5691
E01035278,12.674,6.8864,11.0623,9.4505,8.4249,5.4212,21.8315,14.2125,10.0366
E01035279,20.5416,4.6896,6.7371,6.9353,4.6896,5.8124,24.4386,14.2008,11.9551
E01035280,25.8041,4.1458,6.0043,5.0036,2.7162,4.3603,31.5225,11.7941,8.649
E01035281,26.1429,5.0714,6,5.2143,4.2143,3,28.0714,13.1429,9.1429
E01035282,19.1693,4.0735,6.4696,8.0671,5.5911,4.393,26.5974,13.738,11.901
E01035283,7.7376,6.8124,14.55,15.1388,7.6535,5.4668,21.8671,11.1018,9.672
E01035284,20.339,4.8964,8.3804,7.6271,3.9548,6.1205,28.8136,12.1469,7.7213
E01035285,7.536,7.4513,15.072,16.7655,10.3302,5.8425,14.0559,11.685,11.2616
E01035286,10.3283,5.6045,11.8495,11.0488,4.7238,6.1649,23.2186,14.3315,12.7302
E01035287,12.1985,8.6837,10.8201,12.0606,6.9607,4.1351,19.4349,14.4039,11.3025
E01035288,10.3093,4.2174,13.4021,11.9025,7.9663,5.4358,23.0553,12.1837,11.5276
E01035289,8.4883,5.9822,10.9943,14.9555,9.2967,6.6289,19.5635,12.7728,11.3177
E01035290,22,4.069,7.7241,7.3103,5.5862,4.9655,25.2414,12.2759,10.8276
E01035291,20.7973,3.9867,7.5748,5.3821,3.9867,5.9801,27.309,14.3522,10.6312
E01035292,10.7163,4.2199,6.5519,8.884,6.2743,17.0461,17.1016,23.1538,6.0522
E01035293,11.1287,4.1831,11.5233,12.7072,10.9708,6.3931,23.1255,11.0497,8.9187
E01035294,12.8283,2.6878,5.0092,5.7422,2.8711,40.3787,17.7764,7.2694,5.4368
E01035295,5.919,5.6854,14.486,15.6542,6.8536,17.6012,15.4206,9.891,8.4891
E01035296,13.8528,3.6797,7.1429,7.6479,6.6378,21.2121,21.4286,9.5238,8.8745
E01035297,12.3436,5.7548,10.0917,14.0951,9.2577,6.3386,19.5997,10.5088,12.01
E01035298,8.6256,6.1611,12.2275,13.4597,7.2986,6.2559,20.7583,15.545,9.6682
E01035299,12.065,7.0379,11.9876,11.1369,5.0271,5.9551,22.2738,14.0758,10.4408
E01035300,4.2807,9.4881,9.4881,20.0353,19.1527,1.8976,10.9885,6.2224,18.4466
E01035301,7.9491,8.85,8.638,18.548,16.6402,2.7027,13.4605,6.5713,16.6402
E01035302,10.1954,5.4376,10.0255,17.3322,7.0518,6.7969,19.3713,13.5939,10.1954
E01035303,6.6489,7.2695,13.6525,19.5922,11.3475,7.3582,14.0071,9.4858,10.6383
E01035304,15.3742,4.9225,9.6426,8.9009,5.327,6.9454,22.7916,12.677,13.4187
E01035305,9.5652,6.2451,11.8577,14.0711,7.9842,6.8775,20.6324,11.8577,10.9091
E01035306,10.3715,7.1207,12.3065,13.5449,5.4954,5.3406,20.743,15.9443,9.1331
E01035307,7.8704,8.3333,11.0185,16.2037,10.6481,4.4444,15.8333,13.7963,11.8519
E01035308,15.8317,3.2064,11.523,7.515,7.8156,4.008,21.8437,12.7255,15.5311
E01035309,4.146,0.4203,1.261,0.9744,1.0508,83.8938,3.8594,2.1972,2.1972
E01035310,15.0653,3.2283,9.8386,10.6841,7.5327,11.4527,21.2913,10.2229,10.6841
E01035311,14.2599,5.2347,11.7329,10.0181,6.769,14.4404,21.9314,8.4838,7.13
E01035312,10.5784,6.1644,12.8615,9.3607,5.4033,4.7184,25.1142,13.6986,12.1005
E01035313,7.5868,7.2212,14.7166,12.7057,8.3181,4.2048,19.7441,14.4424,11.0603
E01035314,10.5775,7.3978,11.5509,10.5127,5.2563,5.6457,25.438,13.1733,10.4478
E01035315,7.4429,8.1798,15.4753,14.7384,7.9587,5.3795,18.6441,11.1275,11.0538
E01035316,7.1044,5.8127,13.563,16.254,12.1636,4.6286,17.9763,7.535,14.9623
E01035317,6.0541,6.5946,14.9189,20.3243,16.1081,3.8919,13.1892,5.6216,13.2973
E01035318,8.0505,5.367,15.6275,11.839,7.8137,3.6306,21.7837,10.4183,15.4696
E01035319,11.7117,5.8149,12.7764,9.1728,5.0778,4.9959,21.2121,13.3497,15.8886
E01035320,15.5193,5.314,8.2729,9.4203,5.1329,3.442,24.3961,11.5942,16.9082
E01035321,21.8786,4.1237,6.8729,5.4983,4.1237,4.811,21.3058,10.4238,20.9622
E01035322,12.5738,5.4852,13.2489,10.8861,7.8481,3.9662,21.9409,11.4768,12.5738
E01035323,21.6194,4.8583,9.0688,6.6397,3.5628,4.0486,24.8583,11.2551,14.0891
E01035324,14.1844,3.9401,11.1111,8.9835,4.1765,20.4098,20.1734,7.8014,9.2199
E01035325,18.0739,4.2876,8.0475,6.6623,4.7493,12.7968,26.5172,10.8179,8.0475
E01035326,15.407,5.7413,12.6453,10.1744,5.0872,4.7238,23.9826,9.0843,13.1541
E01035327,14.1276,6.4453,13.0859,10.6771,4.9479,4.2969,20.638,10.3516,15.4297
E01035328,18.4375,5,8.6875,7.8125,4.75,4.625,24.5625,15.75,10.375
E01035329,18.9124,5.9215,9.6677,8.0363,3.8066,4.5921,25.136,13.2931,10.6344
E01035330,18.5676,5.305,8.4881,8.2228,5.305,4.244,23.7843,10.6101,15.473
