LSOA11CD,IMD2019OverallScore,IMD2019IncomeScore,IMD2019EmploymentScore,IMD2019EducationScore,IMD2019HealthScore,IMD2019CrimeScore,IMD2019HousingServicesBarriersScore,IMD2019LivingEnvironmentScore,IMD2019IDACIScore,IMD2019IDAOPIScore,IMD2019ChildrenScore,IMD2019AdultScore,IMD2019GeographicalBarriersScore,IMD2019WiderBarriersScore,IMD2019IndoorsScore,IMD2019OutdoorsScore
E01026280,23.44,0.136,0.102,25.791,0.065,-0.555,34.094,29.65,0.187,0.147,0.01,0.401,1.449,-2.561,0.886,-0.778
E01026281,12.564,0.049,0.06,24.699,-0.274,-0.485,26.098,17.492,0.044,0.064,0.42,0.336,1.053,-3.918,0.305,-0.585
E01026282,16.452,0.13,0.084,27.289,-0.238,-1.195,19.59,13.517,0.208,0.143,0.446,0.358,0.558,-1.958,0.166,-1.124
E01026283,19.305,0.084,0.069,26.129,-0.301,-0.729,41.092,29.334,0.117,0.088,0.379,0.357,1.829,-2.494,0.685,0.058
E01026284,15.938,0.085,0.078,23.857,-0.233,-1.2,30.595,17.615,0.099,0.085,0.248,0.352,1.275,-3.007,0.39,-1.021
E01026285,21.764,0.103,0.105,29.684,0.006,-0.855,33.653,26.79,0.162,0.082,0.441,0.383,1.359,-1.857,0.777,-0.791
E01026286,19.888,0.098,0.093,29.345,-0.038,-0.035,24.613,27.847,0.148,0.101,0.315,0.397,0.79,-1.546,0.791,-0.593
E01026287,18.431,0.118,0.094,32.535,-0.032,-1.197,24.441,11.12,0.18,0.112,0.808,0.35,0.386,0.466,0.016,-1.185
E01026288,24.046,0.192,0.141,33.923,0.197,-0.713,17.088,1.841,0.265,0.213,0.661,0.39,-0.103,0.329,-1.273,-1.012
E01026289,8.514,0.079,0.055,9.409,-1.046,-0.9,24.538,3.012,0.119,0.083,-0.228,0.233,0.665,-0.759,-0.853,-1.18
E01026290,20.937,0.095,0.089,12.997,-0.624,-0.77,46.435,35.606,0.179,0.077,-0.278,0.295,2.024,-1.502,1.136,-1.588
E01026291,9.029,0.06,0.058,9.101,-0.638,-0.554,24.595,9.504,0.049,0.071,-0.395,0.251,0.874,-2.314,-0.417,-0.244
E01026292,7.957,0.051,0.06,24.072,-0.56,-1.6,8.674,4.037,0.04,0.074,0.247,0.354,-0.212,-1.987,-0.695,-1.08
E01026293,7.509,0.041,0.046,10.682,-0.956,-1.034,28.162,10.38,0.057,0.052,-0.12,0.237,1.145,-3.21,-0.061,-0.996
E01026294,4.948,0.046,0.032,8.496,-0.847,-1.051,21.866,1.395,0.074,0.048,-0.676,0.27,0.777,-2.985,-1.39,-1.112
E01026296,10.003,0.064,0.053,10.887,-0.663,-1.506,34.742,2.813,0.106,0.063,-0.658,0.301,1.388,-1.602,-0.894,-1.191
E01026297,13.123,0.095,0.086,22.518,-0.504,-0.642,16.141,6.841,0.104,0.104,0.053,0.363,0.044,-0.392,-0.329,-1.179
E01026298,19.301,0.143,0.1,22.043,0.316,-0.729,18.863,14.836,0.167,0.207,0.249,0.332,-0.413,1.433,0.197,-0.819
E01026299,12.41,0.102,0.081,20.737,-0.359,-0.572,12.08,1.881,0.125,0.106,0.195,0.326,-0.335,-0.383,-1.221,-1.056
E01026300,4.04,0.048,0.042,6.475,-0.841,-1.868,14.796,0.662,0.057,0.067,-1.17,0.266,0.371,-3.104,-2.238,-1.109
E01026301,5.117,0.065,0.041,7.895,-0.994,-0.658,7.388,6.208,0.102,0.07,-0.729,0.265,-0.37,-1.922,-0.367,-1.401
E01026302,4.552,0.046,0.036,9.515,-0.557,-1.28,13.398,2.96,0.041,0.09,-0.657,0.283,0.268,-2.914,-0.873,-1.149
E01026303,3.438,0.033,0.033,12.259,-0.886,-1.347,10.716,1.716,0.045,0.044,-0.128,0.265,-0.016,-2.071,-1.392,-0.96
E01026304,7.564,0.05,0.048,6.405,-0.864,-0.758,25.75,13.458,0.085,0.046,-0.534,0.22,0.982,-2.854,0.094,-0.714
E01026305,4.318,0.047,0.035,8.927,-0.941,-1.364,17.386,0.884,0.067,0.073,-0.459,0.256,0.31,-1.175,-2.004,-1.035
E01026306,16.479,0.127,0.09,26.351,0.032,-1.099,17.893,6.367,0.155,0.142,0.579,0.327,0.125,-0.217,-0.365,-1.273
E01026307,4.377,0.037,0.047,5.979,-0.862,-1.167,17.491,2.828,0.049,0.049,-0.638,0.224,0.487,-2.477,-1.336,-0.641
E01026308,44.358,0.334,0.2,75.184,0.309,0.423,16.025,0.961,0.42,0.209,1.789,0.515,-0.795,1.312,-1.52,-1.265
E01026309,17.472,0.118,0.094,30.808,-0.369,-0.496,15.433,21.159,0.191,0.097,0.635,0.364,-0.108,-0.092,0.549,-0.901
E01026310,29.117,0.202,0.14,57.832,-0.15,-0.721,26.778,10.175,0.314,0.116,1.373,0.466,0.53,0.459,-0.11,-0.829
E01026311,26.801,0.197,0.119,47.307,0.343,0.049,11.879,14.523,0.287,0.22,1.027,0.448,-0.466,-0.158,0.212,-1.029
E01026312,43.231,0.298,0.196,82.373,0.301,0.284,19.442,3.386,0.397,0.207,1.862,0.548,-0.376,1.49,-0.865,-0.96
E01026313,9.271,0.062,0.043,4.161,-1.11,-1.234,29.891,27.258,0.053,0.104,-1.201,0.227,1.157,-2.108,0.751,-0.487
E01026314,9.807,0.082,0.071,10.522,-0.529,-1.64,3.769,21.635,0.143,0.074,-0.18,0.245,-1.102,-1.896,0.583,-0.997
E01026315,17.467,0.085,0.069,13.333,-0.732,-0.431,37.357,37.976,0.133,0.085,-0.104,0.277,1.498,-1.357,1.126,-0.443
E01026316,16.25,0.065,0.061,8.086,-1.027,-1.416,47.942,33.394,0.074,0.074,-0.541,0.251,2.098,-1.446,1.001,-0.629
E01026317,24.806,0.139,0.114,26.227,0.164,0.352,18.175,39.423,0.185,0.132,0.398,0.355,-0.25,0.966,1.138,-0.263
E01026318,23.416,0.148,0.093,31.344,-0.079,0.141,18.764,39.883,0.23,0.173,0.606,0.375,-0.008,0.468,1.223,-0.732
E01026319,11.281,0.062,0.053,15.869,-0.65,-0.266,31.798,7.881,0.088,0.081,0.044,0.289,0.984,-0.343,-0.303,-0.83
E01026320,5.798,0.039,0.036,4.619,-0.551,-0.949,27.393,0.888,0.037,0.073,-1.165,0.234,1.086,-2.958,-2.078,-1.022
E01026321,7.568,0.056,0.065,5.938,-0.204,-1.471,18.372,1.294,0.068,0.068,-0.685,0.228,0.624,-4.064,-1.496,-1.076
E01026322,9.107,0.054,0.054,11.492,-0.651,-1.744,30.822,6.794,0.047,0.072,-0.229,0.268,1.146,-1.572,-0.447,-0.745
E01026323,25.017,0.164,0.138,11.487,0.533,0.313,23.875,20.704,0.124,0.233,-0.79,0.316,0.229,0.912,0.522,-0.858
E01026324,5.641,0.043,0.049,8.65,-1.157,-2.217,23.049,3.663,0.049,0.035,-0.556,0.262,0.814,-2.619,-0.847,-0.882
E01026325,26.801,0.202,0.157,39.445,0.116,-0.497,14.45,12.49,0.232,0.258,0.512,0.462,-0.418,0.418,0.079,-0.961
E01026326,14.435,0.086,0.094,18.696,-0.371,0.457,5.646,10.379,0.121,0.082,-0.152,0.347,-0.721,-1.658,-0.078,-0.902
E01026327,23.542,0.16,0.14,29.187,0.264,-0.353,22.147,5.796,0.254,0.135,0.392,0.385,0.412,-0.238,-0.466,-1.055
E01026328,40.558,0.304,0.196,64.362,0.575,-0.124,14.078,10.029,0.385,0.292,1.237,0.532,-1.337,1.196,-0.097,-0.942
E01026329,13.546,0.081,0.087,8.539,-0.347,-1.181,17.172,33.947,0.111,0.066,-0.266,0.223,0.487,-2.704,1.08,-1.378
E01026330,13.627,0.046,0.037,4.139,-1.691,-1.546,51.526,30.502,0.049,0.061,-0.759,0.195,2.489,-1.828,0.929,-0.927
E01026331,16.593,0.079,0.076,13.713,-0.664,-1.262,41.834,25.536,0.091,0.083,-0.168,0.291,1.648,-0.734,0.731,-0.789
E01026332,14.389,0.051,0.053,5.282,-0.821,-1.645,50.229,24.426,0.042,0.073,-0.823,0.227,2.518,-2.709,0.72,-1.168
E01026333,11.636,0.051,0.045,5.659,-1.163,-1.32,39.802,31.301,0.043,0.071,-0.948,0.242,1.822,-3.624,0.978,-1.189
E01026334,6.461,0.037,0.05,4.643,-0.775,-1.883,29.465,3.882,0.034,0.047,-0.953,0.224,1.234,-3.464,-0.961,-0.659
E01026335,8.826,0.07,0.078,8.771,-0.227,-1.377,11.748,2.658,0.087,0.066,-0.4,0.247,-0.13,-1.093,-0.953,-1.106
E01026336,23.363,0.173,0.136,25.751,0.267,-1.2,23.061,11.514,0.196,0.195,0.311,0.362,0.249,0.665,-0.018,-0.798
E01026337,7.859,0.064,0.068,16.713,-0.687,-0.958,3.47,1.453,0.1,0.058,0.049,0.299,-0.776,-2.74,-1.281,-1.222
E01026338,12.504,0.073,0.072,8.007,-0.541,-0.23,25.935,21.832,0.098,0.051,-0.491,0.244,0.892,-1.779,0.579,-0.877
E01026339,15.67,0.111,0.098,28.287,-0.068,-0.914,6.756,10.04,0.15,0.144,0.787,0.307,-0.756,-1.165,-0.067,-1.121
E01026340,14.134,0.12,0.107,12.613,-0.301,-0.694,13.418,5.936,0.168,0.122,-0.508,0.312,-0.029,-0.94,-1.103,-0.174
E01026341,13.168,0.09,0.101,14.202,-0.518,-1.071,17.805,13.257,0.119,0.082,-0.124,0.292,0.286,-0.921,0.141,-1.049
E01026342,8.127,0.051,0.05,6.085,-0.832,-1.937,31.227,10.989,0.053,0.065,-0.533,0.213,1.223,-1.977,-0.017,-0.995
E01026343,24.192,0.147,0.116,24.025,0.417,0.122,15.538,34.561,0.162,0.194,0.095,0.374,-0.613,1,1.061,-0.795
E01026344,13.096,0.091,0.076,14.123,-0.428,-0.33,14.306,24.892,0.138,0.093,-0.176,0.298,-0.157,-0.234,0.717,-0.907
E01026345,19.882,0.133,0.105,24.491,0.252,0.138,18.355,8.33,0.192,0.122,0.422,0.333,0.079,0.077,-0.358,-0.56
E01026346,8.128,0.08,0.06,12.808,-0.728,-1.131,9.142,9.079,0.15,0.076,-0.214,0.285,-0.387,-1.152,-0.137,-1.164
E01026347,7.995,0.087,0.054,5.407,-0.445,-0.692,12.062,9.424,0.066,0.14,-0.637,0.212,-0.236,-0.648,-0.158,-0.871
E01026348,13.593,0.107,0.085,28.271,-0.489,-1.084,9.214,8.33,0.168,0.087,0.5,0.361,-1.468,0.065,-0.2,-1.129
E01026349,15.9,0.128,0.093,21.481,-0.713,-0.071,19.024,8.999,0.199,0.122,0.502,0.282,-0.321,1.294,-0.185,-0.907
E01026350,11.619,0.068,0.066,4.227,-0.738,-1.07,39.855,4.861,0.053,0.08,-0.568,0.164,1.302,0.353,-0.555,-1.18
E01026351,11.889,0.089,0.064,7.581,-0.425,-0.305,15.689,28.907,0.084,0.135,-0.325,0.213,-0.799,1.247,0.862,-0.833
E01026352,5.028,0.04,0.043,5.663,-0.567,-1.592,20.669,3.906,0.07,0.047,-1.556,0.262,0.691,-2.666,-0.795,-0.885
E01026353,26.87,0.161,0.123,15.219,0.486,0.837,19.316,34.02,0.179,0.184,0.074,0.275,-0.128,0.936,0.974,-0.347
E01026354,6.775,0.033,0.041,4.054,-0.546,-1.816,33.839,1.62,0.022,0.056,-1.194,0.225,1.473,-3.139,-1.522,-0.911
E01026355,7.445,0.061,0.057,5.178,-1.286,-1.424,24.593,10.504,0.059,0.064,-0.899,0.231,0.861,-2.164,-0.021,-1.235
E01026356,4.957,0.032,0.032,3.013,-1.004,-2.383,30.995,0.811,0.043,0.049,-0.883,0.176,1.252,-2.407,-2.662,-1.015
E01026357,4.987,0.049,0.035,12.132,-0.997,-1.984,18.921,1.843,0.075,0.057,-0.202,0.274,0.425,-1.288,-1.549,-0.821
E01026358,2.612,0.031,0.031,3.109,-0.996,-1.019,11.446,8.018,0.035,0.036,-0.961,0.187,0.103,-2.598,-0.245,-1.025
E01026359,1.557,0.014,0.02,1.834,-1.43,-0.772,13.563,3.268,0.016,0.023,-1.557,0.183,0.333,-3.902,-1.03,-0.751
E01026360,6.369,0.066,0.048,4.901,-0.915,-1.1,21.864,3.266,0.115,0.066,-0.878,0.224,0.712,-2.144,-1.517,-0.468
E01026361,17.149,0.116,0.093,20.56,-0.314,-0.886,22.211,26.005,0.161,0.109,0.277,0.311,0.512,-0.703,0.766,-0.974
E01026362,3.196,0.027,0.036,5.78,-0.877,-2.215,17.769,1.453,0.027,0.055,-0.62,0.218,0.535,-2.893,-1.21,-1.376
E01026363,11.137,0.058,0.043,4.224,-0.339,-1.326,40.31,15.234,0.072,0.073,-0.55,0.159,1.814,-2.924,0.164,-0.545
E01026364,2.879,0.051,0.039,3.884,-1.272,-1.81,6.183,3.889,0.062,0.066,-0.981,0.21,-0.235,-3.989,-0.646,-1.438
E01026365,10.557,0.048,0.049,3.949,-1.124,-1.44,41.923,17.799,0.061,0.057,-1.083,0.218,1.926,-3.176,0.105,0.012
E01026366,23.373,0.125,0.121,26.76,0.078,-1.577,27.681,36.455,0.16,0.114,0.611,0.326,1.074,-2.606,0.687,0.825
E01026367,25.706,0.127,0.125,12.065,0.478,0.114,30.917,39.24,0.106,0.132,-0.4,0.295,1.156,-1.616,0.855,0.672
E01026368,9.612,0.08,0.072,13.287,-0.33,-1.106,14.422,2.816,0.123,0.068,-0.275,0.298,0.359,-3.273,-1.23,-0.712
E01026369,12.833,0.095,0.085,12.101,0.288,-1.075,6.706,10.101,0.107,0.115,-0.06,0.25,-0.417,-2.08,-0.301,-0.323
E01026370,7.659,0.058,0.056,11.428,-0.375,-1.485,19.444,2.86,0.086,0.048,-0.067,0.24,0.671,-3.498,-1.384,-0.609
E01026371,6.682,0.064,0.06,7.767,-0.599,-1.905,12.111,6.93,0.079,0.077,-0.53,0.244,0.248,-4.275,-1.048,-0.064
E01026372,11.038,0.074,0.071,9.283,-0.548,-1.454,26.999,13.213,0.094,0.066,-0.477,0.264,1.067,-3.062,-0.537,0.338
E01026373,21.339,0.094,0.092,20.899,-0.11,-0.987,39.611,35.369,0.091,0.119,0.204,0.326,1.779,-2.856,0.622,0.864
E01026374,54.29,0.347,0.266,82.831,0.699,0.421,22.484,8.357,0.417,0.251,2.226,0.526,0.293,0.349,-0.465,-0.357
E01026375,46.824,0.329,0.222,68.525,0.499,-0.13,31.671,3.202,0.47,0.238,1.705,0.483,0.953,-0.234,-1.474,-0.498
E01026376,42.637,0.238,0.204,65.154,0.724,0.94,24.156,7.046,0.309,0.196,1.771,0.444,0.378,0.427,-0.975,-0.084
E01026377,28.252,0.179,0.15,39.717,0.448,0.125,19.463,14.35,0.246,0.199,0.956,0.392,0.401,-0.978,0.064,-0.4
E01026378,43.72,0.282,0.21,63.563,0.475,0.693,7.544,32.214,0.434,0.161,1.803,0.423,-1.272,-0.456,0.895,-0.285
E01026379,37.557,0.231,0.168,38.51,0.379,1.106,9.255,44.895,0.386,0.14,1.229,0.315,-0.33,-1.276,1.203,0.179
E01026380,16.729,0.112,0.097,23.94,0.179,-0.722,18.832,6.573,0.166,0.094,0.494,0.315,0.546,-2.283,-0.628,-0.452
E01026381,36.857,0.261,0.22,28.715,0.627,0.618,8.725,16.947,0.331,0.209,0.646,0.34,-0.498,-1.004,0.247,-0.482
E01026382,38.91,0.248,0.151,41.89,0.686,1.196,23.992,29.419,0.446,0.213,1.222,0.354,0.714,-1.233,0.576,0.346
E01026383,81.3,0.453,0.367,72.228,1.599,2.601,11.298,70.372,0.622,0.319,2.106,0.46,-0.603,-0.063,1.848,0.843
E01026384,56.159,0.313,0.273,50.034,1.224,1.242,8.276,47.601,0.42,0.254,1.315,0.412,-1.196,-0.284,1.397,-0.287
E01026385,22.059,0.099,0.093,10.267,-0.136,-1.185,33.902,57.243,0.121,0.103,-0.365,0.266,1.422,-2.356,1.404,0.809
E01026386,30.796,0.188,0.154,34.758,0.236,-0.232,27.804,35.589,0.328,0.125,1.077,0.314,0.929,-1.292,0.866,0.243
E01026387,16.606,0.074,0.064,7.097,-0.503,-1.792,48.207,27.009,0.107,0.067,-0.867,0.262,2.32,-3.176,0.776,-0.713
E01026388,13.343,0.067,0.069,10.051,-0.648,-1.545,39.833,14.447,0.106,0.072,-0.414,0.269,1.827,-3.674,0.115,-0.544
E01026389,24.911,0.179,0.152,16.131,0.623,-0.067,8.542,20.221,0.265,0.129,-0.141,0.318,-0.498,-1.067,0.388,-0.329
E01026390,20.757,0.168,0.121,17.841,0.324,-0.165,14.566,8.993,0.232,0.178,-0.106,0.333,0.078,-1.002,-0.362,-0.41
E01026391,15.975,0.087,0.08,7.287,-0.244,-1.714,36.802,26.254,0.128,0.085,-0.494,0.232,1.653,-3.256,0.517,0.128
E01026392,12.764,0.08,0.075,10.722,-0.724,-1.474,26.66,26.227,0.08,0.086,-0.437,0.281,1.066,-3.42,0.578,-0.023
E01026393,4.879,0.036,0.05,4.16,-0.168,-1.981,6.386,9.13,0.051,0.039,-0.662,0.182,-0.236,-3.616,-1.089,0.215
E01026394,9.414,0.064,0.058,10.103,-0.532,-0.792,23.465,12.24,0.069,0.109,-0.164,0.235,0.851,-2.823,-0.547,0.238
E01026395,4.526,0.06,0.042,3.89,-0.508,-2.532,4.99,7.473,0.112,0.05,-0.61,0.16,-0.478,-2.929,-0.608,-0.316
E01026396,6.163,0.044,0.048,13.838,-0.258,-1.611,8.332,7.403,0.068,0.045,0.129,0.242,-0.025,-4.462,-1.366,0.098
E01026397,12.247,0.058,0.054,3.565,-0.713,-0.686,37.996,27.4,0.125,0.062,-1,0.203,1.702,-3.003,0.45,0.416
E01026398,13.306,0.099,0.084,12.75,-0.137,-0.887,11.389,22.033,0.067,0.15,-0.211,0.284,0.111,-2.713,0.206,0.299
E01026399,14.609,0.085,0.084,8.176,-0.24,-1.017,28.606,25.42,0.089,0.126,-0.435,0.24,1.158,-3.035,0.5,0.077
E01026400,10.182,0.059,0.044,10.16,-0.27,-2.15,30.842,17.65,0.069,0.084,0.027,0.188,1.275,-2.81,0.147,-0.093
E01026401,6.219,0.047,0.042,5.88,-0.538,-1.103,24.382,5.151,0.078,0.046,-0.575,0.214,0.96,-4.103,-0.884,-0.448
E01026402,6.419,0.058,0.064,7.139,-0.482,-1.799,8.659,5.447,0.08,0.065,-0.431,0.22,-0.108,-2.708,-0.848,-0.42
E01026403,21.237,0.092,0.083,7.569,-0.132,-0.906,48.647,35.938,0.098,0.114,-0.598,0.248,2.408,-3.568,0.927,0.089
E01026404,16.604,0.099,0.112,9.632,0.06,-1.244,26.934,14.753,0.108,0.105,-0.398,0.261,1.064,-3.082,0.114,-0.473
E01026405,7.614,0.041,0.038,2.959,-0.579,-1.905,34.624,10.736,0.044,0.059,-0.893,0.175,1.54,-3.593,-0.72,0.204
E01026406,8.319,0.02,0.032,2.396,-0.061,-2.448,39.685,4.403,0.033,0.014,-1.265,0.188,1.851,-4.928,-1.532,-0.266
E01026407,19.43,0.099,0.104,18.22,0.162,-0.549,18.606,37.619,0.15,0.107,0.135,0.305,0.508,-2.037,0.935,0.255
E01026408,16.865,0.114,0.115,14.904,0.285,-0.582,9.702,13.533,0.176,0.113,-0.327,0.323,-0.088,-2.174,-0.026,-0.318
E01026409,19.681,0.07,0.075,17.056,-0.049,-0.6,41.02,37.369,0.119,0.053,0.229,0.273,1.903,-3.757,0.819,0.582
E01026410,18.788,0.076,0.109,16.882,-0.054,-1.19,33.761,27.891,0.11,0.057,-0.252,0.338,1.412,-2.333,0.555,0.223
E01026411,14.853,0.07,0.072,11.138,-0.685,-1.41,27.271,43.94,0.078,0.085,-0.129,0.247,1.044,-2.491,1.148,0.266
E01026412,12,0.099,0.097,7.066,-0.001,-1.438,8.963,7.741,0.133,0.127,-0.343,0.204,-0.105,-2.512,-1.229,0.1
E01026413,4.047,0.039,0.05,3.851,-0.393,-1.831,6.274,4.226,0.053,0.034,-1.023,0.212,-0.187,-5.181,-1.442,-0.316
E01026414,19.161,0.088,0.079,11.876,-0.011,-1.287,43.01,29.788,0.086,0.09,0.082,0.216,1.987,-3.235,0.749,-0.071
E01026415,29.155,0.161,0.132,29.368,0.357,-0.878,39.802,31.457,0.19,0.193,0.561,0.362,1.625,-1.265,0.695,0.274
E01026416,24.567,0.13,0.11,11.75,0.318,-1.164,41.956,34.901,0.154,0.137,-0.224,0.272,1.914,-2.9,1.004,-0.33
E01026419,20.016,0.075,0.071,18.791,-0.148,-2.394,39.635,46.145,0.073,0.093,0.132,0.313,1.704,-1.938,1.451,-1.187
E01026420,13.331,0.061,0.06,21.04,0.069,-0.976,16.713,32.093,0.073,0.088,0.165,0.334,0.421,-2.279,1.008,-1.159
E01026421,13.792,0.06,0.046,17.011,-0.79,-0.471,24.992,46.269,0.073,0.079,0.185,0.281,0.873,-2.069,1.45,-1.094
E01026422,7.536,0.048,0.053,22.969,-0.501,-1.28,9.097,6.854,0.034,0.074,0.124,0.359,-0.126,-2.27,-0.334,-1.134
E01026423,18.383,0.118,0.08,44.156,-0.229,-0.973,19.129,17.006,0.16,0.129,1.24,0.373,0.237,-0.307,0.324,-0.808
E01026424,14.521,0.065,0.071,22.166,-0.048,-0.161,23.018,20.605,0.059,0.096,0.405,0.309,0.782,-2.237,0.476,-0.593
E01026425,37.134,0.217,0.192,45.184,0.763,0.905,19.159,11.67,0.257,0.193,1.165,0.401,0.038,0.423,-0.051,-0.624
E01026426,26.713,0.157,0.153,29.745,0.481,0.39,21.176,9.329,0.157,0.206,0.624,0.356,0.006,0.997,-0.158,-0.903
E01026427,13.66,0.088,0.085,29.391,-0.303,-0.645,13.702,5.038,0.126,0.076,0.586,0.358,0.15,-1.709,-0.536,-1.16
E01026428,18.992,0.102,0.104,28.669,0.152,-0.32,26.593,4.444,0.136,0.094,0.496,0.366,0.707,-0.381,-0.604,-1.203
E01026429,22.766,0.15,0.133,28.665,0.257,0.173,10.583,13.139,0.156,0.175,0.618,0.345,-0.595,-0.265,0.079,-0.741
E01026430,18.112,0.092,0.096,13.985,-0.156,-0.089,37.564,9.781,0.106,0.105,-0.196,0.298,1.436,-0.911,-0.081,-1.169
E01026431,18.22,0.123,0.095,24.181,0.277,-0.357,21.932,4.4,0.193,0.107,0.19,0.363,0.553,-0.997,-0.7,-0.905
E01026432,9.607,0.056,0.066,20.662,-0.109,-0.831,10.888,5.603,0.052,0.065,-0.044,0.356,0.029,-2.307,-0.54,-0.881
E01026433,18.651,0.101,0.079,46.975,0.141,-1.146,25.017,1.993,0.124,0.079,1.429,0.352,0.575,-0.2,-1.188,-1.042
E01026434,11.746,0.078,0.072,25.164,-0.138,-0.793,11.242,4.338,0.108,0.096,0.347,0.351,-0.089,-1.457,-0.631,-1.151
E01026435,19.779,0.076,0.059,25.488,-0.597,-0.997,41.49,44.605,0.092,0.096,0.656,0.301,1.727,-1.287,1.375,-0.777
E01026436,13.744,0.073,0.062,20.139,-0.457,-1.592,23.619,34.088,0.105,0.081,0.429,0.277,0.796,-2.058,1.016,-0.553
E01026437,15.536,0.075,0.09,29.125,-0.135,-0.609,20.285,14.387,0.056,0.086,0.597,0.353,0.558,-1.639,0.227,-1.253
E01026438,18.586,0.073,0.064,29.261,-0.113,-0.882,39.8,26.67,0.105,0.095,0.662,0.343,1.752,-2.299,0.804,-1.119
E01026439,9.515,0.059,0.06,20.644,-0.436,-0.999,4.12,19.91,0.102,0.057,0.32,0.305,-0.925,-1.963,0.521,-1.249
E01026440,15.408,0.041,0.025,23.295,-0.755,-1.41,43.775,40.381,0.044,0.073,0.303,0.338,1.907,-1.711,1.163,-0.228
E01026441,16.752,0.099,0.083,15.019,-0.03,-0.776,24.858,30.422,0.13,0.105,-0.231,0.315,0.829,-1.758,0.938,-1.063
E01026442,21.122,0.082,0.074,21.932,-0.098,-0.589,45.751,31.892,0.102,0.08,0.371,0.312,2.025,-1.802,0.993,-1.074
E01026443,20.035,0.108,0.083,17.071,-0.322,-1.178,33.232,43.243,0.115,0.13,0.201,0.279,1.277,-1.506,1.352,-1.002
E01026444,26.362,0.086,0.086,33.774,-0.141,-1.027,51.677,40.852,0.092,0.095,0.839,0.356,2.572,-2.028,1.288,-1.228
E01026445,20.081,0.116,0.106,28.298,0.121,-0.524,18.913,26.156,0.138,0.116,0.45,0.369,0.457,-1.496,0.672,-0.351
E01026446,15.67,0.098,0.103,32.09,-0.06,-1.257,8.268,7.756,0.127,0.094,0.8,0.347,-0.282,-1.865,-0.288,-0.934
E01026447,27.007,0.17,0.125,43.694,0.585,-0.539,28.099,4.919,0.156,0.262,1.122,0.396,0.53,0.774,-0.841,-0.543
E01026448,7.414,0.046,0.041,12.444,-0.893,-1.386,29.489,4.818,0.054,0.06,-0.312,0.291,1.232,-3.38,-0.618,-0.958
E01026449,15.615,0.08,0.076,26.375,0.27,-0.363,19.083,13.255,0.081,0.121,0.435,0.351,0.102,0.183,0.152,-1.14
E01026450,8.943,0.054,0.052,20.836,-0.215,-1.34,20.241,2.292,0.072,0.068,0.127,0.336,0.622,-2.204,-1.117,-0.995
E01026451,14.507,0.104,0.086,25.266,-0.215,-1.014,12.404,14.486,0.106,0.128,0.39,0.346,0.161,-2.496,0.245,-1.441
E01026452,14.865,0.078,0.067,15.855,-0.463,-0.622,33.756,23.719,0.068,0.094,-0.193,0.321,1.342,-1.706,0.637,-0.698
E01026453,27.969,0.12,0.094,26.014,0.119,-0.641,50.831,39.105,0.129,0.147,0.598,0.319,2.337,-1.643,1.142,-0.33
E01026454,8.323,0.047,0.04,20.677,-0.444,-0.835,24.008,3.257,0.069,0.073,0.179,0.328,0.86,-2.527,-1.779,-0.41
E01026455,37.256,0.214,0.154,53.967,0.411,0.092,42.255,20.713,0.301,0.175,1.461,0.412,1.489,0.155,0.501,-0.713
E01026456,14.051,0.055,0.057,26.901,0.651,-0.191,18.059,5.556,0.09,0.061,0.438,0.356,0.357,-1.2,-0.691,-0.584
E01026457,14.579,0.066,0.083,28.261,0.157,-0.307,19.546,2.944,0.042,0.077,0.244,0.396,0.567,-2.066,-0.839,-1.283
E01026458,26.903,0.175,0.149,50.611,0.216,-0.384,19.459,2.748,0.245,0.149,1.344,0.41,0.143,0.129,-0.901,-1.209
E01026459,32.785,0.193,0.173,57.642,0.777,-0.167,14.645,7.821,0.31,0.152,1.535,0.43,-0.251,0.102,-0.315,-0.809
E01026461,10.925,0.05,0.056,9.574,-0.059,-0.639,24.919,23.369,0.062,0.056,-0.585,0.278,0.868,-2.066,0.681,-1.306
E01026462,14.497,0.066,0.062,13.961,-0.629,-1.237,42.113,19.146,0.088,0.086,0.014,0.267,1.853,-2.09,0.488,-1.245
E01026464,18.863,0.068,0.068,21.52,-0.12,-0.919,38.104,39.452,0.107,0.081,0.188,0.336,1.662,-2.349,1.234,-1.051
E01026465,31.021,0.151,0.123,73.764,0.285,0.514,18.029,13.814,0.199,0.157,1.925,0.489,0.078,-0.005,0.087,-0.593
E01026466,20.079,0.126,0.093,50.655,0.242,-0.731,12.875,2.586,0.138,0.206,1.119,0.459,-0.304,-0.242,-1.085,-0.913
E01026467,45.594,0.241,0.16,90.485,0.865,1.363,24.397,3.245,0.277,0.313,2.261,0.569,0.198,1.123,-0.84,-1.079
E01026468,23.112,0.113,0.095,38.526,0.38,0.944,12.703,12.908,0.119,0.157,0.799,0.411,-0.613,0.323,0.018,-0.562
E01026469,12.514,0.068,0.061,32.831,-0.345,-0.223,10.839,14.429,0.107,0.083,0.767,0.36,-0.386,-0.622,-0.068,-0.099
E01026470,8.812,0.037,0.026,30.52,-1.034,-0.904,29.394,2.289,0.051,0.061,0.678,0.353,0.91,-0.666,-1.089,-1.035
E01026471,13.654,0.047,0.036,39.319,-0.114,-0.884,34.431,5.739,0.06,0.111,0.992,0.382,1.194,-0.628,-0.55,-0.815
