LSOA11CD,IMD2019OverallScore,IMD2019IncomeScore,IMD2019EmploymentScore,IMD2019EducationScore,IMD2019HealthScore,IMD2019CrimeScore,IMD2019HousingServicesBarriersScore,IMD2019LivingEnvironmentScore,IMD2019IDACIScore,IMD2019IDAOPIScore,IMD2019ChildrenScore,IMD2019AdultScore,IMD2019GeographicalBarriersScore,IMD2019WiderBarriersScore,IMD2019IndoorsScore,IMD2019OutdoorsScore
E01026088,11.504,0.062,0.07,17.41,0.348,-1.256,10.577,11.422,0.08,0.085,0.226,0.279,0.145,-4.491,-0.312,-0.106
E01026089,13.329,0.09,0.085,11.097,0.164,-0.347,13.065,12.105,0.144,0.083,-0.368,0.279,0.22,-2.626,-0.161,-0.259
E01026090,23.123,0.147,0.125,29.184,0.794,-1.106,17.728,9.778,0.239,0.139,0.594,0.355,0.485,-2.304,-0.233,-0.531
E01026091,12.231,0.064,0.059,14.627,0.557,-2.013,22.552,7.707,0.043,0.118,-0.06,0.288,0.78,-2.503,-0.566,-0.33
E01026092,51.906,0.316,0.254,58.396,1.336,0.283,16.724,32.17,0.367,0.337,1.177,0.505,-0.12,0.289,0.867,-0.176
E01026093,70.442,0.359,0.32,61.14,1.936,1.321,18.039,56.734,0.443,0.353,1.212,0.517,-0.488,1.371,1.579,0.151
E01026094,45.683,0.26,0.233,64.607,1.147,0.315,23.926,5.956,0.334,0.247,1.303,0.524,0.448,0.084,-0.813,-0.36
E01026095,40.254,0.223,0.226,35.943,1.252,0.264,13.342,30.423,0.247,0.23,0.474,0.436,-0.169,-0.465,0.758,-0.026
E01026096,14.131,0.083,0.066,25.409,0.022,-0.413,23.906,4.855,0.119,0.079,0.058,0.391,0.893,-3.09,-0.8,-0.602
E01026097,42.327,0.238,0.211,57.149,1.076,0.991,14.865,7.825,0.213,0.282,1.066,0.513,-0.108,-0.244,-0.563,-0.315
E01026098,14.338,0.08,0.072,15.328,-0.053,-1.315,29.676,17.708,0.099,0.092,-0.113,0.305,1.185,-2.518,0.123,-0.035
E01026099,34.498,0.149,0.143,27.71,0.295,-0.523,48.585,51.84,0.135,0.145,0.257,0.389,2.297,-2.613,1.488,-0.099
E01026100,16.209,0.125,0.081,26.242,0.131,-1.18,8.917,17.967,0.166,0.13,0.273,0.373,-0.407,-1.18,0.327,-0.564
E01026101,38.848,0.244,0.231,47.886,0.909,0.154,9.391,11.179,0.288,0.233,1.114,0.436,-0.453,-0.907,-0.187,-0.357
E01026102,29.832,0.131,0.12,34.266,0.142,-0.844,38.032,53.041,0.185,0.136,0.649,0.396,1.68,-2.633,1.228,0.945
E01026103,34.995,0.198,0.226,44.495,0.963,-0.617,7.87,12.504,0.33,0.155,0.842,0.455,-0.622,-1.016,0.026,-0.701
E01026104,33.24,0.174,0.219,43.256,0.828,-1.208,23.886,3.198,0.364,0.101,1.059,0.405,0.789,-1.858,-1.419,-0.517
E01026105,22.757,0.092,0.082,12.903,-0.19,-1.294,45.393,50.364,0.081,0.105,-0.162,0.279,2.129,-3.398,1.349,0.257
E01026106,10.695,0.078,0.067,9.84,0.189,-1.125,12.072,12.199,0.121,0.087,-0.329,0.255,0.179,-2.957,-0.156,-0.256
E01026107,18.154,0.072,0.066,13.503,0.096,-0.764,40.814,32.466,0.115,0.076,0.039,0.254,1.881,-3.47,0.749,0.245
E01026108,40.977,0.279,0.213,54.43,0.972,-0.674,22.942,10.908,0.34,0.297,1.341,0.445,0.465,-0.253,-0.11,-0.622
E01026109,45.993,0.197,0.249,59.021,1.428,-0.247,29.732,22.635,0.335,0.139,1.043,0.527,0.878,-0.389,0.556,-0.529
E01026110,33.644,0.186,0.169,34.218,0.563,-0.412,33.375,35.343,0.311,0.15,0.411,0.43,1.303,-1.603,1.027,-0.357
E01026111,38.109,0.165,0.183,42.926,0.58,-0.621,40.379,47.542,0.217,0.133,0.756,0.456,1.731,-1.786,1.221,0.404
E01026112,65.692,0.426,0.263,67.29,1.359,0.167,34.938,46.21,0.611,0.306,1.601,0.493,0.938,0.672,1.342,-0.235
E01026113,34.01,0.155,0.135,30.139,0.374,-0.352,45.24,51.146,0.257,0.13,0.335,0.402,2.035,-2.154,1.294,0.542
E01026114,53.122,0.27,0.265,63.703,1.193,0.8,15.493,41.962,0.242,0.266,1.389,0.505,-0.173,0.127,1.051,0.381
E01026115,47.974,0.266,0.236,73.713,1.207,0.324,16.641,16.518,0.377,0.256,1.426,0.558,-0.065,0.102,0.148,-0.259
E01026116,35.684,0.196,0.191,53.184,0.769,0.493,13.334,17.382,0.298,0.173,1.065,0.487,0.037,-1.235,-0.211,0.45
E01026117,28.662,0.124,0.12,22.883,0.135,-1.474,46.713,45.697,0.159,0.132,-0.011,0.375,2.15,-2.589,1.24,0.119
E01026118,8.324,0.059,0.06,8.262,-0.078,-1.797,20.333,3.081,0.096,0.052,-0.53,0.253,0.707,-3.223,-1.267,-0.616
E01026119,8.554,0.064,0.056,4.171,-0.021,-1.687,22.256,7.578,0.084,0.053,-1.076,0.222,0.785,-2.803,-0.468,-0.504
E01026120,16.809,0.127,0.111,14.07,0.175,-1.871,7.227,21.779,0.202,0.108,-0.088,0.285,-0.528,-1.479,0.56,-0.763
E01026121,25.369,0.129,0.111,22.461,0.158,-0.857,39.891,35.846,0.254,0.104,0.325,0.325,1.663,-1.48,0.914,0.117
E01026122,26.95,0.115,0.097,27.493,0.583,1.217,19.64,33.861,0.157,0.183,0.96,0.246,-0.607,1.883,1.013,-0.583
E01026123,31.23,0.226,0.155,25.623,0.7,0.209,26.753,13.312,0.348,0.261,0.502,0.333,0.248,1.492,0.109,-0.824
E01026124,29.568,0.168,0.118,35.942,0.782,0.456,15.623,36.554,0.236,0.21,1.082,0.326,-1.173,1.479,1.096,-0.553
E01026125,24.179,0.088,0.081,30.72,1.322,-0.023,22.598,26.838,0.127,0.1,0.593,0.371,-0.04,1.439,0.798,-0.966
E01026126,56.385,0.304,0.257,60.556,1.902,0.845,20.807,23.124,0.376,0.433,1.419,0.478,-1.134,2.561,0.556,-0.422
E01026127,46.578,0.296,0.226,61.38,1.142,0.399,22.765,7.206,0.351,0.333,1.405,0.486,-0.456,2.325,-0.309,-1.081
E01026128,16.677,0.101,0.086,19.93,0.049,0.515,19.797,1.129,0.137,0.139,0.398,0.281,0.106,0.35,-1.84,-0.974
E01026129,67.143,0.392,0.299,76.351,1.83,0.832,32.271,2.141,0.441,0.381,1.781,0.523,0.152,2.932,-1.099,-1.093
E01026130,12.149,0.06,0.088,12.224,0.239,-0.545,18.696,2.085,0.102,0.043,-0.153,0.268,0.298,-0.707,-1.345,-0.852
E01026131,27.365,0.167,0.137,28.636,1.159,0.076,15.008,7.268,0.212,0.157,0.428,0.375,-1.134,1.325,-0.325,-0.971
E01026132,19.597,0.082,0.046,21.843,0.841,0.408,29.097,23.285,0.208,0.39,0.649,0.25,0.018,2.672,0.67,-1.169
E01026133,17.77,0.09,0.055,25.148,-0.071,-0.145,29.683,33.194,0.235,0.154,0.448,0.336,0.166,2.36,0.991,-0.613
E01026134,28.471,0.18,0.121,22.112,0.718,0.58,21.034,31.105,0.241,0.342,0.37,0.314,-0.525,2.071,0.918,-0.657
E01026135,14.315,0.081,0.068,14.997,0.233,0.462,8.68,16.651,0.087,0.144,0.017,0.282,-0.475,-1.079,0.313,-0.861
E01026136,7.026,0.045,0.046,11.268,-0.075,-0.224,9.889,4.438,0.045,0.078,-0.48,0.292,-0.219,-1.419,-0.867,-0.626
E01026137,12.659,0.067,0.069,21.822,0.192,-0.595,18.196,7.943,0.092,0.079,0.323,0.318,0.374,-1.254,-0.246,-1.053
E01026138,9.569,0.054,0.06,18.791,0.193,-0.676,8.421,2.897,0.07,0.084,0.017,0.329,-0.61,-0.872,-0.908,-1.095
E01026139,6.423,0.052,0.045,8.725,-0.202,-0.622,14.972,2.361,0.069,0.064,-0.473,0.254,0.285,-2.042,-1.064,-1.045
E01026140,24.007,0.158,0.138,36.884,0.576,-0.766,16.036,3.251,0.158,0.252,0.912,0.374,-0.074,-0.028,-0.885,-0.977
E01026141,10.443,0.065,0.064,8.402,0.231,-0.613,18.077,8.101,0.059,0.109,-0.298,0.225,0.339,-1.087,-0.28,-0.843
E01026142,34.621,0.237,0.168,40.127,0.633,0.074,33.409,5.705,0.352,0.187,0.991,0.39,0.696,1.336,-0.476,-1.059
E01026143,15.151,0.06,0.048,4.414,0.341,0.515,24.962,34.681,0.129,0.146,-0.602,0.179,-0.149,2.209,1.052,-0.679
E01026144,18.347,0.115,0.066,16.811,0.465,0.285,23.189,19.83,0.218,0.171,0.302,0.254,-0.034,1.553,0.472,-0.791
E01026145,12.508,0.065,0.054,7.622,0.006,0.115,16.053,33.402,0.127,0.099,-0.275,0.205,-0.494,0.937,0.918,-0.213
E01026146,24.583,0.122,0.069,34.143,1.385,-0.195,23.3,18.025,0.322,0.365,0.998,0.327,-0.47,2.452,0.361,-0.703
E01026147,13.342,0.07,0.088,5.583,-0.157,0.089,22.569,16.419,0.094,0.072,-0.417,0.177,0.527,-0.666,0.137,-0.248
E01026148,19.588,0.131,0.096,14.869,0.404,-0.376,17.569,29.759,0.15,0.223,0.276,0.226,-0.738,1.598,0.878,-0.693
E01026149,47.477,0.266,0.263,46.365,1.214,0.32,33.739,4.31,0.306,0.231,1.029,0.439,0.473,2.211,-0.761,-0.815
E01026150,45.532,0.286,0.233,50.838,1.24,0.149,25.419,11.488,0.337,0.332,1.056,0.471,-0.246,2.513,-0.024,-0.783
E01026151,16.716,0.106,0.095,14.967,0.164,0.139,20.781,8.431,0.128,0.136,0.31,0.219,-0.063,1.093,-0.241,-0.874
E01026152,64.143,0.396,0.288,83.636,1.612,0.298,27.83,5.697,0.41,0.515,1.833,0.558,-0.156,2.824,-0.555,-0.811
E01026153,13.926,0.09,0.074,14.304,0.316,-0.602,20.481,9.415,0.092,0.15,0.192,0.236,0.12,0.477,-0.112,-1.147
E01026154,36.185,0.214,0.155,57.947,0.926,0.394,16.241,23.563,0.3,0.262,1.424,0.456,-0.734,1.301,0.6,-0.527
E01026155,10.39,0.056,0.055,11.324,-0.123,-1.289,30.964,6.001,0.069,0.083,-0.122,0.249,0.784,0.386,-0.43,-1.104
E01026156,33.455,0.198,0.157,57.677,0.574,-0.046,27.77,9.638,0.262,0.214,1.423,0.454,0.234,1.76,-0.136,-0.903
E01026157,53.715,0.299,0.275,72.59,1.399,0.511,22.237,2.25,0.431,0.193,1.731,0.507,-0.235,1.825,-1.194,-0.923
E01026158,14.713,0.073,0.079,13.237,0.313,0.038,26.145,1.37,0.091,0.096,-0.021,0.262,0.817,-1.162,-1.587,-0.976
E01026159,15.324,0.094,0.076,17.303,0.563,-0.359,19.998,2.985,0.107,0.14,-0.041,0.319,0.227,-0.038,-0.908,-1.053
E01026160,8.723,0.049,0.051,15.58,-0.033,-0.317,17.343,1.008,0.066,0.073,0.21,0.253,0.318,-1.229,-1.863,-1.021
E01026161,40.596,0.252,0.206,54.597,1.273,-0.251,21.057,7.024,0.26,0.295,1.341,0.446,-0.485,2.015,-0.451,-0.677
E01026162,20.93,0.122,0.119,21.14,0.436,-0.119,26.243,3.451,0.194,0.098,0.25,0.322,0.542,0.269,-0.793,-1.087
E01026163,11.518,0.056,0.066,17.574,0.166,-1.735,25.605,1.806,0.107,0.046,0.358,0.254,0.836,-1.49,-1.448,-0.888
E01026164,7.922,0.051,0.051,3.771,-0.121,-0.493,24.27,3.054,0.051,0.078,-1.186,0.219,0.501,-0.065,-0.986,-0.871
E01026165,41.995,0.256,0.222,38.621,1.241,0.71,20.031,9.976,0.297,0.258,0.868,0.399,-0.607,1.961,-0.116,-0.866
E01026166,38.481,0.26,0.204,44.775,0.942,0.265,20.647,4.282,0.402,0.239,0.767,0.469,-0.606,2.098,-0.697,-0.96
E01026167,10.648,0.048,0.051,1.068,0.01,0.702,21.745,10.53,0.06,0.062,-1.358,0.135,0.267,0.26,-0.386,-0.132
E01026168,50.265,0.313,0.251,60.254,1.251,0.44,23.266,8.698,0.402,0.248,1.329,0.492,-0.505,2.5,-0.224,-0.851
E01026169,26.641,0.149,0.157,24.367,0.597,0.222,27.116,5.385,0.157,0.139,0.131,0.373,0.397,1.051,-0.525,-1.021
E01026170,35.029,0.215,0.18,39.861,0.761,0.21,29.932,10.862,0.318,0.173,0.754,0.429,0.228,2.229,-0.081,-0.735
E01026171,10.761,0.047,0.054,21.771,-0.037,-0.379,24.182,3.113,0.059,0.054,0.303,0.321,0.688,-0.998,-1.042,-0.788
E01026172,39.169,0.235,0.185,52.899,0.841,0.703,23.074,15.897,0.292,0.211,1.169,0.468,-0.14,1.785,0.179,-0.463
E01026173,68.992,0.421,0.319,82.295,1.715,0.507,30.378,9.619,0.482,0.46,1.709,0.567,0.076,2.772,-0.123,-0.973
E01026174,25.29,0.138,0.105,22.775,0.526,0.737,20.083,31.505,0.165,0.168,0.513,0.297,-0.214,1.312,0.956,-0.827
E01026175,39.751,0.225,0.168,45.206,1.432,0.319,21.309,30.79,0.285,0.343,1.102,0.415,-0.476,2.053,0.935,-0.872
E01026176,48.634,0.254,0.2,57.796,1.948,0.231,22.699,32.613,0.388,0.415,1.557,0.427,-0.854,2.783,0.993,-0.797
E01026177,31.168,0.172,0.09,46.806,0.715,0.421,19.278,47.262,0.344,0.274,1.324,0.378,-0.81,2.032,1.439,-0.606
E01026178,26.432,0.126,0.086,26.303,1.016,0.438,18.669,40.826,0.194,0.253,0.619,0.319,-0.67,1.758,1.246,-0.713
E01026179,11.605,0.045,0.053,10.973,-0.78,-2.597,39.393,21.125,0.025,0.139,0.07,0.198,1.75,-2.546,0.428,-0.311
E01026180,21.996,0.097,0.121,18.128,-0.078,-1.274,41.433,24.706,0.105,0.107,0.077,0.313,1.789,-1.856,0.599,-0.308
E01026182,7.661,0.052,0.056,4.832,-0.503,-2.214,1.244,31.649,0.055,0.078,-0.674,0.203,-1.123,-4.059,0.249,1.178
E01026183,27.982,0.172,0.147,26.34,0.076,-0.987,24.485,45.126,0.249,0.177,0.37,0.36,0.715,-1.067,1.365,-0.545
E01026184,3.212,0.022,0.021,9.963,-0.706,-3.244,15.845,3.779,0.036,0.063,0.09,0.154,0.442,-3.196,-0.687,-1.281
E01026185,11.189,0.087,0.089,16.221,-0.538,-0.885,9.596,7.42,0.09,0.101,0.046,0.293,-0.072,-2.351,-0.499,-0.481
E01026186,4.418,0.041,0.046,7.465,-0.976,-0.427,8.69,4.505,0.073,0.056,-0.753,0.26,-0.033,-3.581,-1.177,-0.365
E01026187,4.427,0.04,0.038,4.065,-0.66,-1.881,20.93,4.241,0.067,0.058,-0.728,0.189,0.716,-2.833,-1.358,-0.338
E01026188,10.754,0.109,0.076,11.079,-0.592,-1.576,17.319,2.927,0.105,0.178,-0.235,0.263,0.356,-1.47,-1.402,-0.587
E01026189,4.549,0.046,0.056,5.321,-0.576,-1.897,1.384,4.396,0.052,0.053,-1.088,0.243,-0.941,-5.214,-1.089,-0.431
E01026190,21.831,0.153,0.141,23.059,0.601,-1.759,13.181,7.676,0.155,0.15,0.587,0.285,-0.119,-0.688,-0.661,-0.227
E01026191,12.72,0.075,0.072,7.647,-0.601,-1.668,32.695,21.243,0.102,0.074,-0.436,0.231,1.381,-2.673,0.355,-0.092
E01026192,21.098,0.094,0.096,9.025,-0.339,-1.419,45.939,37.615,0.143,0.084,-0.16,0.213,2.047,-1.938,1.094,-0.333
E01026193,12.132,0.063,0.064,9.721,-0.481,-0.09,29.645,15.731,0.056,0.081,-0.142,0.224,1.28,-4.763,0.145,-0.378
E01026194,6.954,0.08,0.063,6.372,-0.763,-1.919,11.824,2.819,0.089,0.1,-0.472,0.21,0.027,-1.804,-1.257,-0.694
E01026195,7.572,0.041,0.045,3.877,-1.349,-1.385,32.668,16.366,0.05,0.05,-0.659,0.171,1.416,-3.246,-0.236,0.374
E01026196,7.459,0.064,0.05,6.493,-0.854,-1.178,9.019,27.597,0.074,0.086,-0.429,0.206,-0.064,-2.81,0.766,-0.507
E01026197,8.079,0.054,0.062,6.525,-0.827,-2.147,25.181,11.655,0.062,0.088,-0.783,0.247,0.914,-2.421,-0.438,0.071
E01026198,2.433,0.012,0.018,4.444,-0.761,-3.446,12.96,10.231,0.016,0.085,-0.48,0.146,0.277,-3.54,-0.122,-0.762
E01026199,14.354,0.065,0.066,12.88,-0.63,-1.144,32.015,35.908,0.062,0.07,-0.122,0.273,1.307,-2.322,1.032,-0.293
E01026200,9.269,0.072,0.051,12.577,-0.787,-1.071,25.861,9.676,0.096,0.09,-0.314,0.293,0.958,-2.461,-0.719,0.083
E01026201,18.525,0.111,0.082,25.421,-0.956,-1.496,32.743,32.144,0.174,0.108,0.321,0.358,1.341,-2.192,0.905,-0.346
E01026202,10.95,0.109,0.09,9.85,-0.566,-1.621,8.731,6.747,0.098,0.14,-0.542,0.279,-0.119,-2.558,-0.633,-0.41
E01026203,5.594,0.055,0.049,5.722,-0.942,-1.25,15.787,10.496,0.097,0.053,-0.655,0.22,0.427,-3.023,-1.141,0.382
E01026204,3.024,0.033,0.041,6.06,-0.744,-2.249,8.816,2.968,0.044,0.042,-0.738,0.235,0.007,-4.209,-1.509,-0.539
E01026205,15.393,0.121,0.115,14.819,-0.006,-1.596,9.739,9.358,0.153,0.137,-0.056,0.29,-0.086,-2.166,-0.25,-0.581
E01026206,3.782,0.05,0.043,5.187,-1.161,-2.139,12.859,4.153,0.075,0.066,-0.685,0.212,0.255,-3.217,-0.989,-0.561
E01026207,28.322,0.118,0.106,26.553,-0.166,-1.367,50.735,44.884,0.19,0.079,0.507,0.342,2.426,-2.04,1.236,0.043
E01026208,11.878,0.073,0.062,5.595,-0.487,-1.546,35.94,14.427,0.095,0.084,-0.815,0.233,1.554,-2.532,-0.113,-0.022
E01026209,7.768,0.051,0.05,6.686,-0.819,-1.874,27.231,14.116,0.063,0.058,-0.712,0.243,1.03,-2.381,-0.17,0.03
E01026210,17.107,0.107,0.089,10.571,-0.396,-1.278,30.397,32.882,0.127,0.13,-0.552,0.289,1.204,-2.26,0.987,-0.681
E01026211,7.658,0.061,0.059,7.063,-1.122,-1.418,15.574,22.035,0.08,0.071,-0.597,0.239,0.395,-2.787,0.367,-0.013
E01026212,9.012,0.074,0.078,13.764,-0.738,-1.889,12.256,5.371,0.088,0.085,0.012,0.264,0.092,-2.01,-1.127,-0.249
E01026213,18.587,0.159,0.123,27.145,-0.162,-1.461,7.548,7.872,0.237,0.155,0.471,0.353,-0.565,-1.255,-0.582,-0.285
E01026214,8.098,0.074,0.057,14.107,-0.89,-0.735,5.913,13.248,0.064,0.119,-0.129,0.291,-0.401,-2.66,-0.373,0.183
E01026215,6.179,0.041,0.055,10.242,-0.421,-0.746,3.264,10.667,0.054,0.058,-0.559,0.286,-0.573,-4.641,-1.515,0.49
E01026218,11.846,0.086,0.097,13.928,-0.323,-0.975,10.073,8.44,0.106,0.088,-0.17,0.294,-0.427,-0.752,-0.681,-0.098
E01026219,8.96,0.076,0.064,18.624,-0.612,-0.998,6.048,7.652,0.08,0.105,-0.236,0.355,-0.294,-3.362,-1.044,0.025
E01026220,14.261,0.102,0.113,20.348,-0.226,-1.523,12.818,2.046,0.155,0.098,0.045,0.342,0.16,-2.225,-1.967,-0.651
E01026221,19.415,0.09,0.07,10.648,-0.722,-1.404,45.65,42.61,0.125,0.093,-0.228,0.254,2.073,-2.336,1.074,0.381
E01026222,9.369,0.083,0.068,11.942,-0.142,-1.653,9.878,5.427,0.105,0.109,-0.355,0.289,-0.08,-2.118,-1.633,-0.097
E01026223,8.029,0.069,0.065,10.956,-0.633,-1.52,17.989,1.673,0.108,0.062,-0.5,0.29,0.575,-3.341,-1.956,-0.755
E01026224,23.799,0.187,0.145,37.59,0.126,-0.862,11.765,4.43,0.211,0.187,0.729,0.413,-0.139,-1.051,-1.006,-0.484
E01026225,7.722,0.062,0.057,17.688,-0.463,-1.322,8.711,5.308,0.067,0.112,0.344,0.259,-0.076,-2.96,-1.043,-0.301
E01026226,6.522,0.057,0.065,10.968,-0.717,-1.251,6.143,4.068,0.058,0.074,-0.18,0.252,-0.2,-5.223,-1.603,-0.302
E01026227,24.815,0.168,0.139,23.714,-0.056,-0.045,13.925,36.703,0.196,0.181,0.123,0.367,-0.224,-0.151,1.1,-0.534
E01026228,10.339,0.085,0.064,19.933,-0.555,-0.884,16.135,5.075,0.139,0.077,0.113,0.329,0.402,-2.465,-0.866,-0.482
E01026229,8.329,0.064,0.06,11.059,-0.758,-0.498,16.689,9.985,0.094,0.087,-0.324,0.273,0.39,-2.016,-1.412,0.396
E01026230,24.546,0.195,0.127,42.821,0.051,-1.123,17.586,10.733,0.294,0.175,1.022,0.409,0.153,-0.407,-0.399,-0.089
E01026231,6.207,0.069,0.05,13.484,-1.606,-1.15,13.814,1.678,0.083,0.096,-0.239,0.297,0.279,-2.723,-1.52,-0.893
E01026232,19.884,0.13,0.128,20.629,0.108,-0.368,22.233,7.982,0.128,0.134,-0.081,0.36,0.476,-0.512,-0.476,-0.406
E01026233,4.87,0.044,0.038,4.505,-0.687,-1.567,22.9,2.767,0.059,0.063,-1.019,0.225,0.877,-4.116,-1.943,-0.485
E01026234,7.081,0.032,0.046,5.004,-1.096,-1.916,36.442,0.908,0.03,0.032,-0.802,0.22,1.671,-4.389,-2.284,-0.985
E01026235,27.946,0.224,0.167,33.113,-0.282,0.017,10.092,23.361,0.309,0.169,0.549,0.401,-0.875,-0.032,0.596,-0.557
E01026236,13.229,0.109,0.074,23.763,-0.212,-0.92,11.559,9.776,0.177,0.118,0.368,0.333,0.011,-1.827,-0.302,-0.374
E01026237,9.121,0.063,0.072,19.986,-0.367,-1.287,4.391,5.04,0.084,0.068,0.458,0.27,-0.53,-3.159,-1.192,-0.273
E01026238,8.867,0.06,0.058,10.978,-0.606,-2.128,27.582,4.256,0.061,0.089,-0.217,0.258,1.121,-3.398,-1.112,-0.446
E01026239,17.309,0.094,0.075,30.9,-0.09,0.228,11.539,27.112,0.111,0.105,0.761,0.341,-0.089,-1.337,0.8,-0.883
E01026240,12.748,0.084,0.075,28.416,-0.569,-0.412,17.713,1.427,0.12,0.095,0.572,0.35,0.496,-2.435,-1.28,-1.246
E01026241,21.154,0.091,0.064,29.885,-0.603,-1.151,51.052,24.047,0.107,0.141,0.649,0.352,2.85,-2.947,0.632,-0.581
E01026242,13.086,0.088,0.07,23.491,-0.478,-0.95,16.064,22.448,0.145,0.073,0.228,0.351,0.387,-2.349,0.575,-0.669
E01026243,21.372,0.141,0.111,42.443,0.02,-0.818,20.909,8.024,0.193,0.137,0.905,0.427,0.567,-1.457,-0.259,-0.959
E01026244,15.82,0.074,0.073,24.573,-0.263,-1.351,33.65,19.018,0.123,0.089,0.386,0.339,1.432,-2.633,0.483,-1.258
E01026245,22.549,0.125,0.118,26.76,0.03,-0.875,34.539,18.408,0.139,0.135,0.119,0.398,1.507,-3.022,0.422,-0.956
E01026246,29.916,0.131,0.113,42.74,0.146,-0.938,47.703,32.788,0.204,0.106,0.907,0.429,2.171,-2.141,1.012,-0.888
E01026247,16.404,0.114,0.082,35.316,0.113,-1.337,9.254,11.969,0.201,0.106,0.792,0.381,-0.112,-2.279,0.024,-0.846
E01026248,27.624,0.099,0.104,39.328,-0.126,-0.992,47.101,40.879,0.141,0.093,0.807,0.416,2.088,-1.709,1.298,-1.515
E01026249,19.293,0.079,0.072,29.523,-0.406,-0.788,39.474,30.516,0.098,0.099,0.575,0.361,1.775,-2.938,0.873,-0.482
E01026250,21.963,0.159,0.113,36.169,0.14,-0.476,11.623,18.154,0.219,0.18,0.418,0.446,-0.472,-0.213,0.423,-1.081
E01026251,13.609,0.078,0.078,28.373,-0.361,-1.392,25.68,1.735,0.123,0.081,0.223,0.4,0.906,-2.013,-1.22,-1.134
E01026252,13.377,0.092,0.087,23.734,-0.06,-0.584,8.684,4.109,0.113,0.113,0.164,0.362,-0.351,-1.428,-0.652,-1.206
E01026253,23.576,0.138,0.136,44.823,0.073,-0.813,24.172,4.11,0.169,0.131,1.142,0.403,0.69,-1.014,-0.773,-0.857
E01026254,26.468,0.157,0.132,27.852,0.413,-0.99,34.964,19.826,0.15,0.183,0.235,0.394,1.37,-1.39,0.438,-0.609
E01026255,17.415,0.097,0.101,29.891,0.176,-0.791,16.302,13.435,0.126,0.095,0.429,0.387,0.25,-1.235,0.068,-0.612
E01026256,25.037,0.133,0.124,37.277,0.507,-1.254,32.69,10.626,0.191,0.123,0.489,0.447,1.271,-1.688,-0.011,-1.253
E01026257,15.541,0.098,0.087,30.703,0.079,-1.02,18.735,1.354,0.162,0.088,0.402,0.399,0.579,-2.711,-1.444,-1.087
E01026258,10.517,0.073,0.072,25.673,-0.533,-1.56,13.969,2.838,0.121,0.069,0.307,0.362,0.356,-3.84,-0.922,-1.093
E01026259,22.645,0.089,0.079,30.613,-0.311,-0.513,39.749,42.442,0.144,0.097,0.455,0.39,1.715,-1.939,1.281,-0.57
E01026260,16.322,0.129,0.088,32.75,-0.216,-0.695,15.53,2.807,0.181,0.131,0.305,0.43,0.135,-0.95,-0.91,-1.146
E01026262,9.495,0.051,0.046,22.665,-0.411,-0.848,22.961,9.42,0.045,0.092,-0.034,0.375,0.8,-2.499,-0.15,-0.909
E01026263,7.417,0.046,0.033,21.649,-1.365,-1.117,27.568,0.658,0.062,0.06,0.024,0.358,1.048,-2.361,-1.974,-1.168
E01026264,17.456,0.097,0.078,48.49,-0.229,-0.51,11.13,17.695,0.137,0.13,1.058,0.452,-0.254,-0.878,0.365,-0.815
E01026265,15.798,0.101,0.066,26.634,-0.245,-1.047,33.718,5.451,0.152,0.108,0.109,0.398,1.321,-1.583,-0.549,-0.916
E01026266,17.157,0.097,0.061,38.223,-0.337,0.352,16.269,21.797,0.128,0.159,0.725,0.42,0.014,-0.251,0.583,-0.925
E01026267,10.908,0.061,0.053,33.331,-0.681,-1.09,23.332,2.029,0.071,0.081,0.528,0.406,0.654,-1.095,-1.089,-1.18
E01026268,23.331,0.146,0.098,59.443,0.087,-0.18,14.383,6.147,0.184,0.19,1.438,0.465,-0.237,0.005,-0.78,-0.357
E01026269,8.421,0.051,0.049,25.74,-0.504,-0.564,12.322,5.311,0.069,0.054,0.244,0.372,0.046,-1.689,-0.491,-1.207
E01026270,26.701,0.172,0.11,66.008,-0.296,-0.251,17.666,17.637,0.265,0.15,1.532,0.497,0.101,-0.184,0.255,-0.375
E01026271,25.218,0.178,0.114,54.886,0.141,0.051,12.891,4.278,0.188,0.278,0.965,0.513,-0.445,0.067,-0.789,-0.776
E01026272,12.203,0.061,0.072,22.926,-0.454,0.062,15.145,13.838,0.061,0.089,0.157,0.355,0.107,-0.949,0.138,-0.806
E01026273,7.545,0.056,0.058,17.23,-0.621,-1.202,15.135,1.148,0.07,0.064,-0.365,0.351,0.294,-2.017,-1.656,-1.04
E01026274,7.689,0.056,0.037,20.491,-0.951,-1.569,25.194,1.695,0.077,0.073,0.05,0.343,0.911,-2.356,-1.41,-0.955
E01026275,13.266,0.099,0.076,26.362,-0.442,-0.7,15.141,8.992,0.11,0.163,0.153,0.389,0.1,-0.912,-0.204,-0.832
E01026276,19.814,0.103,0.078,36.717,-0.185,-0.826,31.706,24.804,0.158,0.115,0.769,0.398,1.258,-2.063,0.739,-1.19
E01026277,34,0.236,0.153,58.498,0.737,-0.403,9.791,22.68,0.336,0.245,1.331,0.479,-0.968,-0.024,0.602,-0.764
E01026278,24.2,0.122,0.113,42.784,0.207,-0.781,29.995,21.15,0.209,0.096,0.987,0.416,1.13,-1.8,0.551,-0.916
E01026279,20.271,0.142,0.116,32.394,0.29,-0.42,12.617,4.239,0.261,0.094,0.534,0.396,0.01,-1.374,-0.784,-0.798
