MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02003156,0.3336,45300,29000,34900,31400
E02003157,0,37400,23000,30100,28400
E02003158,0,39100,25700,30700,29100
E02003159,0,39600,25700,31000,29600
E02003161,0,33700,22400,26800,29100
E02003163,0,40800,28400,31900,33800
E02003164,583.7215,42700,28500,33400,30900
E02003165,548.2081,40300,27000,32800,29800
E02003166,605.4821,40200,26500,32300,28400
E02003167,478.7646,33200,22400,27100,28300
E02003168,567.9538,40600,27700,31900,30100
E02003169,570.0539,43800,31100,34800,32500
E02003170,456.4359,38100,27300,30300,30200
E02003171,464.6918,38000,26500,30700,29100
E02003172,532.9381,39900,26000,31400,28900
E02003173,620.2303,39800,27000,32400,30600
E02003174,636.9654,44700,29600,35100,31900
E02003175,634.1579,48300,28000,37000,31700
E02003176,668.9649,37100,23100,29200,28300
E02003177,572.7679,52700,30200,43500,34100
E02003178,562.0801,42200,26500,33400,30100
E02003179,587.5607,41800,26600,34100,30400
E02003180,466.132,40600,25100,32500,30200
E02003181,562.9686,51600,33700,40100,35900
E02003182,566.1969,58700,35000,44100,39700
E02003183,449.4534,48700,30200,39100,36300
E02003184,485.6542,44800,25600,35500,32000
E02003185,648.2529,49700,31500,38600,33800
E02003186,480.6184,47000,27100,36400,32800
E02003187,516.6372,45600,28000,36000,32700
E02003188,425.5393,43600,25100,33100,33700
E02003189,532.7135,47200,30100,35200,34600
E02003190,484.3289,41400,22700,31900,32600
E02003191,489.9067,48800,32300,36500,34600
E02003192,380.2173,40500,25600,34300,33000
E02003194,496.9303,57500,34700,41300,36500
E02003195,667.856,48200,30800,38300,31700
E02003196,506.58,57400,37200,41800,38100
E02003197,605.5874,48400,29900,36900,33400
E02003198,800.0069,47100,28700,35400,33000
E02003199,503.8226,46500,28500,35100,32500
E02003200,601.6644,42900,26800,34300,29800
E02003201,639.1068,43500,27800,32100,30600
E02003202,641.4328,48200,30700,36700,33000
E02003203,695.9054,47700,29300,34900,32500
E02003204,617.885,46700,30400,35500,33200
E02003205,631.4509,48900,30400,36300,32200
E02003206,596.8526,54400,34200,41600,38300
E02003207,667.9719,44600,27600,34600,31100
E02003208,532.8139,43200,28600,33500,33200
E02003209,708.0511,44400,28700,34100,31600
E02003210,565.3124,52900,36600,39800,39200
E02003211,530.4084,53200,39800,45800,42000
E02003212,555.6545,47800,34100,36700,35600
E02003214,475.0632,35400,22900,29200,27600
E02003215,688.0188,48000,33200,36000,35300
E02003216,698.5525,46300,30000,35500,32500
E02003217,708.5214,43500,27200,33400,30800
E02003218,630.0781,39700,25900,32300,30000
E02003219,736.8839,60500,39200,45300,39700
E02003220,672.037,50200,32200,36900,34700
E02003221,625.878,40500,25800,29200,29600
E02003222,821.503,56400,34500,41200,39500
E02003223,692.9979,48800,29600,34500,33100
E02003224,589.3083,49800,32400,36900,35200
E02003225,565.8285,54600,32800,39200,36500
E02003226,567.1616,42500,20900,29300,26800
E02003227,554.4211,35600,22900,27600,27600
E02003228,657.0609,48700,29600,36900,33500
E02003229,742.2464,54900,31500,40600,37300
E02003230,533.5055,50500,29800,36000,34800
E02003231,591.3778,38000,24600,30000,28200
E02003232,639.6598,56600,34700,41300,38400
E02003233,645.0924,43700,27300,33000,30500
E02003234,834.8259,45900,29900,34900,33300
E02003235,657.6821,58800,36900,42200,40100
E02003236,610.0095,51200,33100,38600,34500
E02003237,593.8794,49300,32300,36600,34500
E02003238,581.2141,47000,29100,34300,33400
E02003239,625.5272,46800,31400,35600,33100
E02003240,707.714,57600,35100,41900,37700
E02003241,672.6306,44700,30300,34900,32200
E02003242,403.3011,41800,28000,32400,30800
E02003243,648.8904,37300,23200,28600,26500
E02003244,406.1422,36200,22800,28600,25900
E02003245,474.1137,37400,23900,26900,26600
E02003246,354.6792,38400,22700,27100,25400
E02003247,576.9968,41500,27000,31700,29500
E02003248,370.1432,42600,23400,34300,27700
E02003249,466.8861,40300,24600,31200,28200
E02003250,362.2655,41500,22800,31500,28200
E02003251,496.2811,53100,34800,40400,33200
E02003252,583.0541,47800,29800,37100,31900
E02003253,739.1437,42900,26300,31600,29500
E02003254,570.1069,52500,34900,39400,36100
E02003255,753.3862,46200,27700,35400,30300
E02003257,612.5176,37100,22500,26800,26000
E02003258,637.0752,56700,31400,40000,36800
E02003259,601.8476,45700,26900,34200,30300
E02003260,667.3493,36700,21700,27700,26200
E02003261,561.9531,47000,27700,37200,30900
E02003262,557.0263,42400,23600,33800,28400
E02003263,554.9328,44700,25700,35400,29000
E02003264,549.0598,59600,34800,44900,36900
E02003265,669.851,49200,29200,36600,33500
E02003266,667.3121,41600,23600,31300,28200
E02003267,380.096,42900,22000,34100,26600
E02003268,553.4612,46000,25300,36300,29200
E02003269,644.381,48800,28900,36600,32900
E02003270,621.7997,47500,26500,36300,29600
E02003271,688.825,54100,29200,39100,34500
E02003272,409.7951,39400,17900,30300,23400
E02003273,606.4862,45000,25400,33600,29100
E02003274,405.0238,33300,16900,28100,23400
E02003276,405.1928,41200,20200,30400,26400
E02003277,512.0344,40800,21900,31800,27100
E02003278,489.4924,44600,22100,34500,30300
E02003279,622.4965,43200,31300,34300,32800
E02003280,829.6598,42200,28900,33200,30800
E02003281,567.2573,42800,30900,34600,32400
E02003282,1203.676,46100,30800,36100,32700
E02003283,781.1967,44200,30400,35600,32200
E02003284,573.9031,41400,26300,31500,29700
E02003285,601.2158,43700,28500,32700,31100
E02003286,560.625,61300,38100,44500,43900
E02003287,564.6498,43800,32100,37500,34300
E02003288,553.3228,37600,24100,29200,28500
E02003289,665.6225,52800,37500,39100,39800
E02003290,681.7095,47800,33300,37200,37000
E02003291,565.233,41400,29600,33200,32600
E02003292,503.6417,37700,25200,30300,30400
E02003293,470.1286,39700,25200,32200,32200
E02003294,524.3889,53200,36500,40600,39000
E02003295,584.7146,45300,31500,39600,33600
E02003296,621.9613,49200,31300,38600,37000
E02003297,696.7675,42100,28600,34100,31600
E02003298,679.7893,42800,28100,34200,32700
E02003299,612.9123,57200,36400,43000,40800
E02003300,727.6665,49400,32300,37300,35700
E02003301,777.8697,47900,27500,38700,31800
E02003302,857.9501,43200,24400,32200,30800
E02003303,810.5915,47700,27000,35500,31900
E02003304,842.8351,45800,27300,35300,32300
E02003305,758.3161,52300,31500,41400,35900
E02003307,673.2729,41200,25900,34000,30300
E02003308,725.7397,49700,28400,37600,33000
E02003309,737.5554,51600,30600,38600,34800
E02003311,775.7311,49400,27200,38900,33100
E02003312,855.4864,48300,24500,37000,31700
E02003313,697.72,40000,22800,31200,27400
E02003314,859.9386,39700,27100,33200,30500
E02003315,819.0059,49600,30500,38100,34700
E02003316,873.8315,52800,33000,39400,35100
E02003317,788.4829,51800,29500,38700,34000
E02003318,696.1869,59100,32600,41200,38600
E02003319,771.1678,47300,25900,34100,30500
E02003320,708.195,51900,29300,38600,35100
E02003321,818.7646,43800,26000,34300,30300
E02003322,512.89,40400,25500,31700,30100
E02003323,734.9256,47300,26100,35700,30600
E02003324,812.6008,47900,25500,33800,29800
E02003325,668.9209,39800,23500,30500,28900
E02003326,688.6324,50600,27200,35200,31500
E02003327,649.8917,46800,30100,36300,35200
E02003328,577.4349,41900,23000,32400,28700
E02003329,722.6712,49700,28200,34400,32000
E02003330,657.6175,50000,29200,34900,32200
E02003331,647.7256,39400,24700,32000,30000
E02003332,675.4501,53200,29700,38900,33100
E02003333,697.6203,41900,23400,30400,28100
E02003334,618.8238,52000,26000,35300,29600
E02003335,572.138,47400,24500,32100,28400
E02003336,726.1599,48500,34100,37600,35300
E02003337,687.66,48800,30100,37500,32900
E02003338,744.0542,41500,28200,34300,32200
E02003339,635.4721,51200,30700,38300,33800
E02003340,747.4866,40800,24800,31900,29400
E02003341,767.2317,53500,33700,38800,36000
E02003342,657.7531,50900,31300,38300,34800
E02003343,610.322,55900,36200,41700,38400
E02003344,789.6161,45200,26400,35300,30700
E02003345,728.6503,54600,34500,39700,36800
E02003346,736.2795,48000,30300,36400,33500
E02003347,730.249,55000,30500,38900,36500
E02003348,674.0853,60600,33900,42600,38500
E02003349,663.0554,47500,32800,35900,34700
E02003350,769.6992,48300,29100,36700,33300
E02003351,818.967,46300,30200,35400,33700
E02003352,614.9482,57300,40200,43700,41100
E02003353,799.8158,75800,41200,47900,43900
E02003354,736.431,73400,39600,47500,44400
E02003355,820.9441,52100,28100,37200,33300
E02003356,675.304,78100,41600,49400,44800
E02003357,704.1161,56800,29500,38100,34200
E02003358,712.2114,55900,31200,39400,36400
E02003359,675.8845,66800,34900,42400,40800
E02003360,802.4626,68300,34500,44800,37400
E02003361,758.8964,57300,31100,38300,35200
E02003362,799.0959,57500,31500,38400,35600
E02003363,716.6247,66500,39400,43800,42300
E02003364,799.698,66300,37400,44200,41700
E02003365,681.6159,64900,39800,46100,40700
E02003366,843.7482,63500,37200,42800,41500
E02003367,749.9676,62600,38500,46600,40900
E02003368,627.9268,50700,33400,39400,35400
E02003369,678.0587,69800,43700,49500,44300
E02003370,683.0095,65400,37400,45000,43000
E02003371,547.8285,58700,35000,41600,39600
E02003372,590.0072,59600,35000,42700,38900
E02003373,790.7752,70300,39300,46900,42700
E02003374,613.01,57400,34900,40200,37500
E02003375,792.9176,52100,32600,38200,36500
E02003376,496.4434,46500,32800,36900,35100
E02003377,685.3587,57800,39900,42800,39200
E02003378,560.3301,50400,33000,38200,35400
E02003379,631.2188,61000,31800,42000,35800
E02003380,693.6704,56000,32900,38900,37200
E02003381,669.5042,67000,38000,46000,40400
E02003382,747.4582,46700,30000,36100,34200
E02003383,839.6419,61000,34300,41900,39100
E02003384,511.3221,58000,37600,43700,40300
E02003385,579.8258,53800,32400,39800,37500
E02003386,645.7901,53200,32300,39800,36100
E02003387,623.5343,63600,40300,44400,40200
E02003388,666.8057,59300,38400,44700,42000
E02003389,644.2396,65400,35400,44000,38400
E02003390,533.4915,90500,43700,52800,46400
E02003391,506.4628,68700,41900,47800,42100
E02003392,477.0828,61500,32300,40800,37100
E02003393,539.5909,61200,34600,42100,38900
E02003394,652.6392,54600,27100,37000,31600
E02003395,572.4408,64000,27800,39200,34900
E02003396,611.6887,59100,29300,39200,34800
E02003397,595.1445,48200,29000,36300,32500
E02003398,437.6518,57200,28000,37900,33200
E02003400,306.8926,60500,30500,41400,36900
E02003401,639.4344,58800,31100,41400,36500
E02003402,423.9199,66300,31200,42000,37200
E02003403,631.7613,51900,28500,38300,32300
E02003404,476.8922,48200,27000,37800,33400
E02003405,495.8112,52100,26500,36400,32800
E02003406,607.5193,51300,25100,35800,30200
E02003407,767.5254,55300,22300,37600,30000
E02003408,626.6473,62600,23600,40700,31400
E02003409,687.4294,62000,31400,43300,37100
E02003410,606.5881,60900,23100,38900,29900
E02003411,598.9115,57400,24100,38800,30600
E02003412,763.0646,66000,29900,42000,34000
E02003414,747.6709,64300,27400,45300,33500
E02003415,619.3832,60700,22100,39300,30800
E02003416,731.0348,72800,31000,46700,38000
E02003417,629.0975,63400,27800,44100,36900
E02003418,760.8857,62600,28100,42900,35000
E02003419,731.2726,58600,29400,40600,34200
E02003420,857.7331,62100,26600,41200,34700
E02003421,583.8397,68900,39700,48700,39400
E02003422,567.548,64600,42200,48700,44200
E02003423,605.6556,64200,32800,43800,36300
E02003424,600.7817,79400,41700,50100,45300
E02003425,635.0653,62200,34000,44000,37100
E02003426,570.2742,76400,37300,49300,42500
E02003427,629.2281,67300,35600,45700,38200
E02003428,715.4309,65900,36200,46600,39100
E02003429,625.0117,69500,42000,47400,42500
E02003430,586.812,63800,35300,44700,40800
E02003431,709.5644,63100,35100,44800,39200
E02003432,583.8698,73100,38000,48100,45200
E02003433,612.64,61000,35300,43000,37200
E02003434,579.3515,58400,34300,48200,37300
E02003435,616.6292,85500,44500,54900,47900
E02003436,738.4522,65100,39100,46100,40900
E02003437,657.55,65800,40100,48000,45500
E02003438,699.0855,75200,43900,51600,46900
E02003439,605.5545,66700,41900,47900,44300
E02003440,589.6803,69900,41600,47200,42700
E02003441,661.4904,64900,37500,45500,42600
E02003442,636.6674,75400,40900,50000,43800
E02003443,644.9145,49600,31400,38700,33400
E02003444,551.7797,72900,35400,47500,39000
E02003445,581.7447,64300,36200,42900,39000
E02003446,434.8882,74800,42500,49600,43700
E02003447,744.0723,72200,39900,48700,40300
E02003448,714.1268,73000,43400,48900,45300
E02003449,623.9523,67500,36600,44300,40900
E02003450,780.523,74700,40100,51400,40600
E02003451,628.8144,53800,37700,40600,38800
E02003452,728.5378,82000,43700,51100,45400
E02003453,563.4173,85100,44200,52100,49100
E02003454,524.036,70400,40900,49100,45100
E02003455,891.2906,72000,39500,47300,41500
E02003456,808.9629,66300,35200,44200,37800
E02003457,586.9,82200,45600,51300,44900
E02003458,626.7756,78900,41200,51200,44000
E02003459,647.4529,54100,35900,41600,38500
E02003460,688.2868,60900,35400,42100,39300
E02003461,596.9495,54500,31700,38600,34200
E02003462,588.3993,55000,32400,38900,36400
E02003463,645.605,59200,31200,40900,35400
E02003464,633.5908,50300,26500,34700,31800
E02003465,590.8752,59100,32500,40500,37000
E02003466,619.0833,54200,29900,36000,32500
E02003467,619.8556,51400,25400,34000,31100
E02003468,584.1916,53900,33700,38400,35300
E02003469,554.7262,60000,33000,40100,35900
E02003470,600.8495,41000,20400,28800,25500
E02003471,589.2433,55400,26800,36700,32000
E02003472,552.0508,51200,24600,34400,32800
E02003473,617.8937,63600,33000,42000,37800
E02003474,717.8314,67600,33600,44600,38000
E02003476,636.6088,47900,21500,31100,27800
E02003478,610.5732,62300,31900,42100,36500
E02003479,590.0151,56800,25000,36500,30300
E02003480,691.565,61900,30200,42000,37400
E02003481,557.4034,44700,22600,32300,29900
E02003482,625.5476,62700,36800,44900,40700
E02003483,825.024,71600,31400,45000,38000
E02003484,693.398,55700,30200,38600,34700
E02003485,652.352,52600,27000,36700,31600
E02003486,714.0547,71000,33600,45500,37500
E02003487,738.5766,52600,29800,37000,33400
E02003488,642.6258,48900,26400,34300,31000
E02003489,859.8401,54800,30900,40500,34400
E02003490,658.1193,52500,25800,35400,30900
E02003491,599.2183,51900,32100,39800,34200
E02003492,194.8191,40000,24500,30300,28200
E02003493,556.0524,57300,35700,42900,38800
E02003494,528.5755,63500,34700,45300,39700
E02003495,535.1909,46800,27200,34300,31000
E02003496,466.4827,47400,29800,37600,31500
E02003497,527.7587,68100,38100,46300,40800
E02003498,337.3687,37700,24800,31000,29100
E02003499,277.287,42500,23200,32200,27700
E02003500,457.9185,72100,37900,48000,42200
E02003501,532.4067,67100,37400,45200,42000
E02003502,519.3391,44400,26000,32900,30600
E02003503,471.8111,51300,31000,38600,32300
E02003504,445.1713,57200,34100,41700,38900
E02003505,293.7327,50300,28800,37100,35700
E02003506,477.7896,63300,32500,43500,35500
E02003507,595.6815,50500,30100,38400,33000
E02003508,304.6644,54900,30600,38200,35400
E02003509,476.6785,51200,28800,36200,36200
E02003510,456.0054,60900,34800,41300,39100
E02003511,488.4695,56300,31000,41000,33800
E02003512,292.4474,47000,26900,35100,32200
E02003513,488.9352,51100,31200,39400,35300
E02003514,394.8667,55200,29500,39300,40100
E02003515,410.758,37800,23200,30200,27600
E02003516,434.7902,51400,28200,36900,37900
E02003517,345.2647,49200,27400,37100,37200
E02003518,410.0029,48100,30300,37400,38900
E02003519,365.8966,50700,27800,36800,39700
E02003520,328.7402,39500,22800,30700,31500
E02003521,356.3252,43500,27100,34500,34400
E02003522,406.1153,48600,30400,40500,35300
E02003523,540.8009,53700,35700,42100,38000
E02003524,675.3189,37300,24200,30200,27300
E02003525,614.7163,37700,22900,29300,27500
E02003526,696.5583,53700,36900,40300,37200
E02003527,633.0657,47800,28900,35600,33600
E02003529,751.6048,51600,31600,36500,33000
E02003530,665.9823,44100,28100,33300,31100
E02003531,680.3144,46800,30400,34300,33300
E02003532,651.4013,48900,28600,33900,32400
E02003533,668.1003,43400,25400,29400,30400
E02003534,756.6014,49300,28400,33200,30600
E02003535,686.2848,44800,28300,30000,29200
E02003536,500.7589,31000,20000,24300,24600
E02003537,719.3272,44800,29100,32500,31100
E02003538,592.1571,43500,25900,29000,28700
E02003540,599.9887,44200,30000,33100,32100
E02003541,311.4031,32000,21900,26800,26600
E02003542,544.2234,46100,28200,30300,28900
E02003543,396.7658,46200,26900,33100,32200
E02003544,596.7145,50900,30100,35300,33900
E02003545,429.7704,45000,27700,35200,34300
E02003546,609.0709,51800,32600,36900,35600
E02003547,339.145,46300,31300,37300,38100
E02003548,469.5262,52300,31000,37800,36500
E02003549,465.7778,59800,32900,41800,35000
E02003550,698.2402,51200,30200,35300,32400
E02003551,419.1031,39800,25300,31500,30500
E02003552,677.7644,38800,25300,28400,29700
E02003553,357.5203,47000,24500,32100,28200
E02003554,607.8974,57900,33400,40900,35200
E02003555,598.9661,46000,27100,31500,30100
E02003556,575.6738,50700,29300,35500,31600
E02003557,221.8462,53700,32100,40300,36900
E02003558,582.2255,50000,25600,32700,29000
E02003559,515.5012,70700,36600,46700,39100
E02003560,629.0974,37600,22800,29100,26800
E02003561,286.6795,40300,25500,30600,30700
E02003562,538.549,53400,31600,36200,34800
E02003563,587.7149,47000,27200,32200,30900
E02003564,608.7267,43900,27700,32900,31100
E02003565,267.3171,52000,27400,36200,34600
E02003566,614.1828,43000,28300,32600,30500
E02003567,655.1885,47500,25900,32500,29100
E02003568,382.5678,57800,30700,40500,36800
E02003569,526.1426,47800,27400,29800,31200
E02003570,293.4087,40500,21800,29400,27400
E02003571,277.1637,43500,24500,31700,31500
E02003572,674.9459,54800,30500,37700,33400
E02003573,606.6399,39500,23300,30800,28200
E02003574,661.0903,43100,27800,32100,31700
E02003575,619.86,36500,23600,29200,26900
E02003576,733.1273,43300,27000,32600,31000
E02003578,662.0179,46500,29400,33100,31900
E02003579,625.9054,49300,28900,34100,32500
E02003580,698.2849,35900,23800,27200,27300
E02003581,578.2295,38700,29200,31400,31200
E02003582,545.8073,43500,31900,34100,32900
E02003583,542.1294,34600,28100,30900,30200
E02003584,452.8781,31100,24600,28900,30700
E02003585,478.707,41200,32300,33800,32500
E02003586,482.9932,37300,29300,32600,31400
E02003587,458.4139,35500,25000,30300,29100
E02003588,543.2489,36800,26000,31800,29200
E02003589,563.6968,32200,25700,29000,29100
E02003590,389.4852,40600,35600,35400,32500
E02003591,530.6991,40200,27500,33900,30600
E02003592,437.1464,34800,27800,30400,29800
E02003593,544.4099,42500,31100,35800,33000
E02003594,479.8943,34200,26300,28900,28800
E02003595,480.235,37900,30100,32300,30000
E02003596,393.926,30900,25800,28300,28000
E02003597,498.0886,38500,30600,33600,31300
E02003598,448.4605,33300,28600,29900,29400
E02003599,731.1005,49500,29200,36800,33100
E02003600,678.6793,46200,30100,35400,32800
E02003601,718.8577,49300,33200,37900,35000
E02003602,667.0721,50000,32900,39800,36000
E02003603,690.6455,48300,31100,36200,33900
E02003604,791.9094,55700,31200,39000,33900
E02003605,724.3765,56000,35000,41800,38100
E02003606,731.936,52100,35100,40900,36300
E02003607,732.6897,56400,36600,41700,36700
E02003608,701.9711,51400,33300,38300,35000
E02003609,670.6522,54500,35000,38800,36700
E02003610,693.2748,57300,37300,41000,38400
E02003611,724.5269,53700,35600,39100,35800
E02003612,817.3069,55900,35900,40800,38300
E02003613,603.2201,48200,30700,36300,35100
E02003614,597.5913,56500,35200,39700,37700
E02003615,688.6505,58300,36900,42600,39500
E02003616,659.872,55800,36300,41900,38500
E02003617,614.2096,53200,38300,41000,37100
E02003618,642.5178,50500,32200,38300,35000
E02003619,697.4771,54600,37100,41900,38100
E02003620,569.1771,49900,32600,38300,35000
E02003621,527.117,52700,32900,40300,35300
E02003622,634.93,43100,26700,34400,31200
E02003623,588.1394,60900,38600,44700,40300
E02003624,456.0225,49300,29900,37200,37200
E02003625,461.9429,41800,25500,31700,32300
E02003626,553.2372,55300,32900,41000,36900
E02003627,475.3618,47300,28100,36800,35100
E02003628,785.9718,43600,23000,36400,27400
E02003629,801.9603,42800,23800,32700,28300
E02003630,676.7028,43000,23100,34300,28400
E02003631,611.8648,45500,29100,35400,32600
E02003632,555.9257,45500,28000,34600,32000
E02003633,804.7886,47400,28600,36300,32100
E02003635,889.8024,51100,33000,39300,34700
E02003636,630.1081,54800,33400,39800,37500
E02003637,715.0275,54000,35500,43800,36600
E02003638,754.4604,54200,31800,40300,34500
E02003639,656.0075,45200,30300,33500,32500
E02003640,535.8928,54300,35600,38800,36300
E02003641,569.0066,59400,34200,40500,37100
E02003642,797.7195,44000,24500,33000,28000
E02003643,879.0598,58000,34100,40500,35600
E02003644,720.5046,49100,29300,37100,32700
E02003645,757.1476,52400,31300,39700,34400
E02003646,742.5122,49200,28800,37600,31800
E02003647,698.5652,48600,28100,35700,32500
E02003648,783.7358,44800,26500,35000,30400
E02003649,691.1358,53700,32200,39700,37100
E02003650,613.8993,49100,35200,38900,36500
E02003651,748.739,50800,33900,38600,34700
E02003652,667.9288,62700,37300,43800,38200
E02003653,566.7274,51200,33000,37900,36100
E02003654,643.897,60600,37400,44100,40300
E02003655,735.2542,56100,36400,41600,38200
E02003656,597.6741,50600,35500,40400,37500
E02003657,647.6607,60600,34800,44100,39000
E02003658,784.2527,64900,36200,44700,37800
E02003659,828.9253,63300,35900,44100,39100
E02003660,667.3751,60200,38200,43900,38600
E02003661,822.7221,57400,37600,42800,39500
E02003662,642.2511,52000,29500,36700,33800
E02003663,990.7157,67300,28900,42200,33700
E02003664,680.6857,54100,27500,36700,32100
E02003665,601.6778,56600,32200,40000,35400
E02003666,615.4901,48100,27900,33700,32500
E02003667,852.9123,61800,31900,39600,36300
E02003668,686.1325,59300,35700,41600,37600
E02003669,624.3837,45600,23200,30300,27300
E02003670,758.521,61500,33700,41000,37500
E02003671,744.1369,48800,28400,34300,32900
E02003672,699.2566,61400,38800,44500,38900
E02003673,536.5048,59100,40100,43200,40300
E02003674,675.2436,62000,38300,45100,39800
E02003675,624.4745,58300,38700,43300,40900
E02003676,497.1835,62400,38300,45000,42600
E02003677,565.7765,55000,31100,40100,34200
E02003678,518.582,61800,34400,42300,37900
E02003679,562.1627,50100,31100,37500,35300
E02003680,478.053,59900,37300,44900,42500
E02003681,461.2571,66800,40000,47500,41400
E02003682,588.6572,72200,39900,49300,44100
E02003683,602.5086,71000,42900,51000,45600
E02003685,744.0594,67800,40500,49700,43900
E02003686,514.7122,67200,42100,47000,45500
E02003687,656.767,67300,40100,50500,45800
E02003688,611.5124,69900,40900,50300,45900
E02003689,622.2187,81900,47100,53300,47600
E02003690,607.2199,56900,34300,43100,38700
E02003691,628.4331,63100,39400,47400,42100
E02003692,624.8711,59200,37100,43500,39900
E02003693,634.3377,67400,42100,46100,44800
E02003694,621.9367,54100,36600,40900,37400
E02003695,634.891,62200,35700,43400,38400
E02003696,563.6303,50400,36100,40000,37900
E02003697,498.9091,62200,41100,47200,42900
E02003698,572.4415,69100,36800,47400,41700
E02003699,629.5537,53100,33000,40300,36100
E02003701,616.1858,58800,32900,42600,37000
E02003702,678.2515,68700,39900,45200,44200
E02003703,578.7441,63200,33600,43300,38000
E02003704,588.7858,66800,38700,46500,41500
E02003705,580.3477,58400,27900,39100,31800
E02003706,650.0787,52900,29600,37300,33600
E02003707,643.4125,60200,29300,41200,34800
E02003708,563.6831,49700,21400,33600,28100
E02003709,677.7072,48800,25300,35100,30000
E02003710,537.7828,64300,30800,43100,36600
E02003711,659.6581,56100,32700,39500,36700
E02003712,637.9757,50000,29900,38200,34100
E02003713,572.8878,58400,37200,43800,39200
E02003714,589.7189,56900,33900,41500,38100
E02003715,594.9401,72200,41100,47900,43500
E02003716,505.3357,58400,36100,44100,41600
E02003717,606.2246,60700,37800,44800,40700
E02003718,635.7308,62800,37200,47400,43200
E02003719,354.2199,46800,27400,35800,32400
E02003720,309.6094,54300,31200,42600,35100
E02003721,278.9606,52500,30400,40600,35000
E02003722,302.3978,66600,38800,49800,43200
E02003723,145.5756,57100,39700,45800,40400
E02003724,341.0736,50400,30500,38800,34200
E02003725,150.661,56300,42700,48200,45400
E02003726,204.1761,64700,39600,48100,46400
E02003727,296.4913,59700,33200,43500,37900
E02003728,264.659,57300,32600,44400,36500
E02003729,384.6517,56600,32300,42300,34700
E02003731,253.3486,68900,38900,52500,43900
E02003732,643.6243,46000,28200,33900,30900
E02003733,703.4063,49900,32300,37900,34400
E02003734,623.5329,51900,32000,37200,34400
E02003735,585.2445,55800,34300,38900,35300
E02003736,584.621,50000,32900,37200,33100
E02003737,733.9484,47500,30200,34900,32000
E02003738,668.662,49600,32100,37400,33500
E02003739,504.8787,52200,34100,38200,35800
E02003740,540.4901,55600,35300,41500,35800
E02003742,695.6287,40500,26900,31900,29000
E02003743,572.5232,40700,22800,30500,27300
E02003744,586.9214,41000,25000,31500,29500
E02003745,744.2094,39600,27400,31500,29500
E02003746,649.0814,41700,26900,31500,29100
E02003747,702.8308,40200,29000,32200,30700
E02003748,668.0259,38900,26400,30000,28400
E02003749,750.9912,45600,29900,33300,31400
E02003750,623.0098,40500,29200,32000,30600
E02003751,760.7439,44800,29800,35200,30800
E02003752,741.9105,44000,29500,32700,31200
E02003753,741.5022,45600,30500,34900,31200
E02003754,677.4304,51700,34900,38900,36200
E02003755,658.1621,44500,29500,33300,31400
E02003756,684.4701,49500,33600,36900,34400
E02003757,693.1856,49700,33400,37500,33800
E02003758,646.5333,52100,34300,37600,35400
E02003759,629.9516,57500,34600,38700,35200
E02003760,724.7763,44000,24900,32400,28900
E02003761,635.767,53100,31500,40200,34800
E02003762,838.8578,56300,33400,40800,36500
E02003763,629.395,51800,32400,36800,35300
E02003764,681.8346,54400,32100,39100,35600
E02003765,539.6727,48300,31700,34900,32900
E02003766,720.7163,51700,33000,38300,34700
E02003767,558.5422,56800,38800,42900,39600
E02003768,590.9882,54900,37600,40900,38700
E02003769,593.6959,52600,35700,39500,37000
E02003770,801.5173,55800,36600,40500,35900
E02003771,521.8837,45300,31100,33400,33400
E02003772,543.6944,52700,32500,37700,35600
E02003773,648.6513,46900,30200,35100,33300
E02003774,633.7979,46500,28700,33400,31800
E02003775,526.978,55600,34900,40500,37300
E02003776,406.7809,53600,34300,40200,35600
E02003777,691.8285,63500,35600,42800,37200
E02003778,501.7142,56000,33400,40100,34700
E02003780,332.5801,58800,34900,42600,36300
E02003781,389.5395,58400,37100,42800,39500
E02003784,470.8497,61200,36000,44900,39300
E02003785,496.4131,58900,35100,43500,38100
E02003786,416.9631,65300,41300,46100,42800
E02003787,626.1848,50600,33600,40800,35800
E02003788,488.5379,63900,39800,46100,39700
E02003789,440.1919,51600,32200,38500,34000
E02003790,517.8834,55200,36200,41900,37900
E02003791,526.8122,62400,36300,45100,39200
E02003792,541.1082,53500,34500,40500,36500
E02003793,588.0508,56000,36400,43200,37300
E02003794,757.3727,45600,34700,35400,33400
E02003795,678.0279,49800,32300,36800,33000
E02003796,549.3155,40900,29300,33200,30300
E02003797,548.5921,53300,35800,39000,36700
E02003798,553.8038,34300,25000,27900,27100
E02003799,548.491,33200,25300,28100,27100
E02003800,614.462,51900,36500,39900,36400
E02003801,540.2773,47600,32200,36400,32200
E02003802,399.333,40600,29200,32600,33100
E02003803,286.2644,37300,27000,32700,32900
E02003804,515.3569,47700,32200,36500,34700
E02003805,589.9641,54800,36000,40200,37700
E02003806,740.4541,56100,35500,40700,35900
E02003807,534.7941,52900,35900,40500,37500
E02003808,637.0439,40900,28600,33900,30400
E02003809,723.4785,47800,33500,36900,35700
E02003810,782.4866,44200,31900,35400,33200
E02003811,654.5721,49100,37100,39000,37700
E02003812,580.2781,49000,33800,36600,34400
E02003813,819.5771,43600,31200,32700,33000
E02003814,801.6811,46200,31400,34700,32400
