MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02002629,671.6162,31900,24200,27000,25800
E02002630,657.488,33900,25200,26800,28100
E02002631,652.1979,40400,28300,30900,31100
E02002632,733.6251,50000,33300,37900,36000
E02002633,571.9149,34800,26400,27600,28200
E02002634,574.1903,34600,26500,27400,28800
E02002635,588.0018,35800,26800,28500,28400
E02002636,588.4814,35500,24600,29100,27000
E02002637,521.6204,40100,26800,32400,29200
E02002638,445.8526,28800,20800,24700,25600
E02002639,508.0339,28400,19700,23900,23200
E02002640,430.2097,27600,19900,22900,23000
E02002641,536.205,39100,28100,31600,30100
E02002642,387.1914,25600,19200,21700,23300
E02002643,475.3214,31500,22400,27200,25600
E02002644,547.7287,38500,27000,29800,29000
E02002645,462.3135,25700,18500,21800,23000
E02002646,520.6704,32700,23400,26900,25700
E02002647,502.3323,30800,23100,24600,25900
E02002648,546.493,32600,24400,26600,26900
E02002649,541.2729,35900,24500,28300,27800
E02002650,629.8688,37000,27100,29500,28700
E02002651,536.0078,36500,26400,28400,27500
E02002653,577.2885,26900,18600,23200,21200
E02002654,387.0895,27900,17600,21400,20000
E02002655,606.3024,29600,20100,24300,22600
E02002656,401.8117,38200,25900,26700,27000
E02002657,575.2417,36500,23600,27900,25700
E02002658,579.1723,38300,24800,28500,27800
E02002659,388.3397,29900,18200,24500,21500
E02002660,588.347,31200,20000,26000,23100
E02002661,614.8436,34800,22000,28600,24500
E02002662,647.987,32700,22300,25900,25600
E02002663,382.7491,40000,24200,30400,26500
E02002664,745.1057,43000,26600,31500,29100
E02002665,539.5491,43100,26200,31300,28900
E02002666,308.5351,30400,19200,22500,20800
E02002667,633.4531,37100,24400,28500,27700
E02002668,526.2665,26300,18000,23300,20900
E02002669,388.2228,42000,26700,33100,30300
E02002670,639.3839,32600,21900,25600,24900
E02002671,586.5636,33900,21800,26800,24800
E02002672,460.7284,28300,18600,23800,21300
E02002673,532.7484,32600,21700,25400,24700
E02002674,623.4623,33900,24100,25600,26500
E02002675,332.4422,28700,18100,21600,21300
E02002676,468.747,38100,25100,28000,27700
E02002677,533.5042,33700,22200,25800,26100
E02002678,564.7801,35400,22300,26600,25400
E02002679,632.9522,37000,24200,28900,26600
E02002680,300.4612,29500,20500,23400,24400
E02002681,358.0094,27500,18400,20800,21200
E02002682,682.7348,33000,20400,25300,23100
E02002684,396.6918,32600,26000,26500,24200
E02002685,395.1662,32800,25000,26700,24200
E02002686,422.3933,23800,20100,21000,20600
E02002687,290.1949,26500,22200,23700,23300
E02002688,336.9404,25200,21200,22800,22300
E02002689,549.6438,38100,26900,33600,27300
E02002691,559.8654,42100,28700,31500,28400
E02002692,605.2733,52100,33200,36500,34000
E02002693,587.0963,38700,27900,30800,28100
E02002694,643.8769,45400,28700,32400,31800
E02002695,543.7995,33500,25300,27900,25200
E02002696,507.0874,52100,31100,36900,34800
E02002697,640.7897,47300,30200,33600,31000
E02002698,694.8039,45900,30000,32800,30600
E02002699,532.1707,55300,34600,36900,35600
E02002700,593.9411,31000,24300,26900,25700
E02002701,655.4559,49600,32100,36300,33500
E02002702,546.3764,41300,29900,30800,32400
E02002703,545.4976,54400,34100,37600,36400
E02002704,648.7734,41700,25600,30500,27700
E02002705,555.7313,49600,29600,35600,32700
E02002706,555.3824,47000,29300,32600,30700
E02002707,700.3493,56000,34000,37500,36400
E02002708,609.3567,39700,28000,30000,28700
E02002709,604.8791,43700,28200,32000,30900
E02002710,560.2305,44200,29600,33600,31800
E02002711,587.1681,59600,35500,38200,38200
E02002712,661.7188,38800,27100,29400,29600
E02002714,690.9748,39800,27500,31000,28200
E02002715,738.2682,55700,36100,37300,36300
E02002716,762.6767,42200,27200,31200,29400
E02002717,628.1291,38000,26800,29100,29100
E02002718,601.2715,59000,35300,41100,40700
E02002719,652.3928,50100,30600,35500,34000
E02002720,622.7058,49100,28900,33900,33300
E02002721,672.2337,40100,28000,31000,29800
E02002722,567.6637,29500,23300,26000,23400
E02002723,571.8192,38300,24000,29600,27900
E02002724,542.1215,32400,20400,24500,24000
E02002725,779.9344,43500,28300,33200,32500
E02002726,809.3938,33200,23900,28600,26600
E02002727,300.5699,22200,17700,19400,20000
E02002728,373.2486,26200,20200,22200,22900
E02002729,701.853,32300,23400,27600,26500
E02002730,502.7063,26900,20600,23800,22000
E02002731,412.317,26200,19100,22700,20900
E02002732,784.6156,44700,28300,34000,32600
E02002733,597.2264,30300,23500,25900,25700
E02002734,729.3069,32600,23700,27300,25300
E02002736,468.3157,27000,21700,23700,23000
E02002737,473.8623,33200,23100,27200,26400
E02002738,658.7257,34000,25300,27100,25900
E02002739,544.0013,30100,23300,25500,25700
E02002740,660.6588,28800,21200,24700,23600
E02002741,651.3701,38800,27600,31500,29500
E02002743,543.6228,29900,24100,25400,24800
E02002744,442.227,27000,19900,24700,21400
E02002745,632.1744,39200,28300,29800,29400
E02002746,751.8027,40300,27200,30700,29600
E02002747,690.3828,43200,30200,32600,30100
E02002748,641.7157,43400,28300,31900,31000
E02002749,699.2307,36500,27700,29700,28700
E02002750,821.939,42200,28500,32100,29500
E02002751,615.2083,37200,26200,30900,27400
E02002752,773.6104,39000,26000,31300,28300
E02002753,601.6943,37100,26000,28700,28000
E02002754,772.5868,38600,26700,30900,29000
E02002755,566.7503,34900,21200,27500,24900
E02002756,565.4115,30700,19000,24700,21500
E02002757,567.7672,38600,25300,29500,26900
E02002758,622.9793,31300,22800,24700,24700
E02002759,648.9426,37700,27200,30900,29500
E02002760,563.832,36700,26200,30000,28200
E02002761,743.4194,40900,27500,30800,30300
E02002762,643.4463,31600,24000,25500,25900
E02002763,741.6315,33900,22400,28000,25400
E02002764,720.0815,31500,21200,26700,23400
E02002765,751.2801,29700,23800,24400,24700
E02002766,831.1453,37400,26000,30300,27800
E02002767,685.2079,42100,27700,30400,30100
E02002768,659.5458,42400,30200,34300,32400
E02002769,788.4569,44800,28600,33000,31100
E02002770,781.4967,42500,27900,33000,30300
E02002771,718.0179,43500,29600,33600,31700
E02002772,591.9066,56400,32400,38900,36000
E02002773,531.7363,47000,30400,32400,30300
E02002774,512.8907,51900,32900,35700,34300
E02002775,466.6583,40600,28700,32500,29800
E02002776,526.4612,42700,29500,31700,30600
E02002777,503.3596,49500,30700,35600,33600
E02002778,528.4254,50700,32200,36300,36000
E02002779,457.5896,45500,31600,34400,33100
E02002780,506.8155,36600,25100,29800,27300
E02002781,346.123,39900,24800,30300,28600
E02002782,468.0304,57300,35000,39600,38100
E02002783,565.4177,42400,28400,32500,29900
E02002784,287.7604,38900,28900,31100,34400
E02002785,291.3978,47000,28500,35200,29900
E02002786,288.4753,34700,22800,28200,24400
E02002787,489.6369,40300,28600,30600,30400
E02002788,483.0468,49100,32100,35000,35200
E02002789,561.8976,34000,24300,28000,26600
E02002790,313.9037,45000,28200,33200,32400
E02002791,504.9217,52800,34000,38400,35200
E02002792,455.9033,56800,36500,38600,39200
E02002793,489.7354,42800,28800,31900,30600
E02002794,232.6942,44000,28500,32800,28500
E02002795,516.2255,54900,34300,37400,35500
E02002796,616.4922,51300,33500,37300,33600
E02002797,599.8953,48500,33500,35700,32800
E02002798,704.9328,51400,31600,36800,37000
E02002799,711.295,35400,23100,27000,25000
E02002800,492.8564,49000,32200,36600,34100
E02002801,702.648,36700,24700,28400,27100
E02002802,698.5503,32700,22300,25700,23500
E02002803,332.9858,32100,23700,25400,32400
E02002804,902.8375,37800,23600,30200,25000
E02002805,719.5783,41300,29900,31600,31700
E02002806,357.2998,34700,23200,26400,29200
E02002807,635.348,35300,24700,28500,26100
E02002808,373.8654,33200,21800,24600,26700
E02002809,734.2859,36600,25200,30300,26500
E02002810,674.8528,47100,32300,35800,31900
E02002811,340.1963,31600,19400,25000,21100
E02002812,341.0753,44500,29100,34500,30500
E02002813,296.6607,31900,18200,24500,19700
E02002814,667.5354,46200,30500,33200,32100
E02002815,326.3532,32900,20000,25100,19500
E02002816,739.8413,53200,32800,39900,34200
E02002817,485.4385,45900,27600,35900,28300
E02002818,374.3713,34100,20200,26200,20700
E02002819,735.2688,38700,26900,29800,30300
E02002820,601.7403,35700,24000,26700,25600
E02002821,580.7906,33900,20000,26500,21400
E02002822,505.7466,39200,25700,30600,26900
E02002823,693.9696,34800,23600,27900,25800
E02002824,594.9693,35700,22000,28100,23300
E02002825,682.3401,42700,28000,33000,30000
E02002826,782.4864,45900,30300,35900,33500
E02002827,467.7347,40000,24100,31600,26600
E02002828,392.9896,38900,23100,29500,26400
E02002829,499.126,30800,19200,23200,20600
E02002830,494.3571,37400,23200,30200,24600
E02002831,362.3333,36200,20200,28200,23200
E02002832,332.604,32300,18800,24600,22300
E02002833,308.9641,33500,18900,25200,21500
E02002834,414.5452,40200,24300,29400,26800
E02002836,278.7034,31100,17200,23300,21200
E02002837,429.581,32200,16800,25200,19800
E02002838,535.6801,33000,20800,25900,21300
E02002839,470.6023,37500,22800,29400,24000
E02002842,400.5104,35300,19700,23800,22700
E02002843,242.7754,31200,16400,25000,18800
E02002844,223.9591,29900,14400,23100,17600
E02002845,343.7198,32500,19600,25700,21300
E02002846,432.1864,45700,28000,34200,29700
E02002847,285.554,35600,19500,28200,20500
E02002848,242.5973,31300,18600,25400,19800
E02002849,311.173,35800,21300,26900,28300
E02002851,364.9704,43200,26900,34000,27000
E02002852,467.8384,32400,18500,24900,20200
E02002853,238.1395,39500,23400,32500,24500
E02002854,435.2475,32600,20500,24000,22400
E02002855,388.2032,42900,25100,34500,29100
E02002856,280.0806,43300,29600,34400,34600
E02002857,408.1887,36100,24100,26100,25800
E02002858,336.073,58600,35900,41300,35900
E02002860,544.1182,39300,25400,30500,26800
E02002861,398.3116,32500,18600,25800,19800
E02002862,542.1992,32700,20200,24700,22100
E02002863,584.4553,50900,32700,37600,35200
E02002864,674.7569,45400,32100,35300,31400
E02002865,593.5222,44400,31000,35000,32800
E02002866,651.0091,47000,33600,39600,34300
E02002867,551.9854,47800,34600,37400,34300
E02002868,556.6957,38100,26500,30900,27500
E02002869,564.2659,29500,20300,24300,22500
E02002871,553.8289,33800,23300,26100,25000
E02002872,634.1868,32000,21900,25700,23800
E02002873,637.3978,35400,21800,26900,23400
E02002874,521.1634,41700,26000,33500,27200
E02002875,595.3928,33700,22300,25300,23500
E02002876,529.3175,35800,23100,28200,25800
E02002877,446.3609,44400,29500,33300,33000
E02002878,662.8151,33200,19600,26900,18800
E02002879,442.9093,40100,24300,30500,26200
E02002880,581.3679,34200,21600,26600,22200
E02002881,592.8547,34600,21300,28200,23300
E02002882,459.3232,46400,30600,35700,37500
E02002883,471.0092,38000,23800,29400,26100
E02002884,274.1383,36200,20100,28500,23800
E02002885,288.9575,29800,17500,22400,19200
E02002886,501.3334,39500,24500,31700,24700
E02002887,590.3854,32700,21700,27400,22700
E02002888,430.3829,31600,20600,24100,22100
E02002889,88.6793,30300,19200,24900,29500
E02002890,239.0859,27100,20800,22500,25900
E02002891,386.1707,36700,22700,29100,24200
E02002892,575.0217,35100,22500,29400,23800
E02002893,170.6191,28600,19600,22500,20900
E02002895,132.8581,43900,29100,38700,46100
E02002896,366.2414,35000,20300,27600,23100
E02002897,498.7858,50400,34100,39100,31600
E02002898,134.7099,32200,20100,27900,28200
E02002901,551.5598,43200,27100,32800,29700
E02002902,416.6212,32600,22400,26700,25000
E02002903,484.0883,33200,22600,27200,25500
E02002904,486.608,33900,21000,27200,24000
E02002905,517.0829,45000,32100,38100,33400
E02002906,603.0835,38700,27600,32000,29200
E02002907,551.462,38100,26000,32000,29300
E02002908,560.9586,44000,34900,37600,33400
E02002909,547.7371,41900,30400,34600,31700
E02002910,549.9929,42900,31800,35200,31700
E02002911,600.1496,46100,32500,38600,33100
E02002912,646.4815,49900,33900,41100,34800
E02002913,548.8163,50700,34800,42200,34800
E02002914,630.7227,43100,27800,33600,31000
E02002915,545.1162,47600,30800,37200,33500
E02002916,525.3861,40000,25300,30800,29900
E02002917,578.8067,44200,29400,33000,32400
E02002918,550.3814,47700,33000,37300,34000
E02002919,655.2511,40700,27200,32100,29700
E02002920,573.1424,46100,32400,36100,33200
E02002921,637.0028,34300,23600,29100,26800
E02002922,604.9173,50600,33500,38800,33900
E02002923,531.9992,42800,30200,34000,32100
E02002924,563.5658,43000,30700,36900,31900
E02002925,558.4516,46400,31700,38200,32800
E02002926,529.0321,41900,28500,32700,31000
E02002927,579.3582,48400,36200,39200,34500
E02002928,723.6728,46600,32300,36600,32300
E02002929,581.7327,46800,32500,39000,34800
E02002930,689.2173,42700,30600,34100,30900
E02002931,762.4205,52100,32300,39900,34800
E02002932,811.8888,39000,24000,30900,27500
E02002933,605.6285,45300,30900,35200,33300
E02002934,676.2573,48300,29100,37500,31700
E02002935,603.5693,37700,26100,29600,28700
E02002936,741.6764,44600,23900,34900,28300
E02002937,663.4352,51100,32800,40100,34200
E02002938,612.5002,41900,24800,33200,28400
E02002939,504.8472,43200,29300,34400,32000
E02002940,700.1683,38900,26300,30800,29700
E02002941,739.3716,40100,25400,32400,28500
E02002942,721.0974,54000,33600,43100,36200
E02002944,765.8415,34600,22700,28100,25800
E02002945,598.1173,40600,25600,31500,28400
E02002946,750.386,38100,26400,30300,29700
E02002947,577.3418,38800,25000,32100,27700
E02002948,578.2535,32200,21300,26800,23500
E02002949,456.4919,38100,26900,31100,30100
E02002950,524.2008,36900,23500,30000,26900
E02002951,497.7231,35800,26200,29900,29000
E02002952,524.8151,38500,24600,31300,27100
E02002953,511.4882,32600,24000,26600,25900
E02002954,671.9301,35600,25100,28400,27300
E02002955,549.064,32200,21500,25400,24300
E02002956,516.7321,35800,23000,28400,26300
E02002957,558.6477,41000,28800,32200,30900
E02002958,514.6098,35700,25800,28400,28200
E02002959,455.4635,31000,22300,23000,24400
E02002960,536.9278,39200,26700,31400,29500
E02002961,403.8919,34300,22700,26900,25600
E02002962,432.5059,30700,22100,25800,25100
E02002963,429.9562,31000,23500,23000,26800
E02002964,495.0829,33500,24100,27100,26900
E02002965,344.6066,30500,20800,26400,24600
E02002966,343.9347,29700,22500,22300,23500
E02002967,458.5828,32800,21200,25600,24200
E02002968,534.0961,43000,28600,32400,30900
E02002969,462.596,35700,24800,29300,27900
E02002970,447.4844,31400,24000,24900,27100
E02002973,585.0408,37500,26500,29500,28000
E02002974,550.9675,38100,26700,31200,28100
E02002975,612.6794,39200,27200,30100,29700
E02002976,532.847,38500,25300,31300,27100
E02002977,492.1033,31500,25000,25800,27300
E02002978,607.9579,32200,22400,26400,25200
E02002979,496.7008,34100,23500,28100,24300
E02002980,623.2959,42300,30300,34100,31400
E02002981,640.0575,37700,25500,31700,27700
E02002982,550.0362,38300,25400,31700,28300
E02002983,561.819,45400,31900,35900,33200
E02002984,623.5442,52100,34500,39700,35300
E02002985,542.1855,49300,33800,37800,34800
E02002986,518.3159,45000,28600,33600,32200
E02002987,497.3713,55400,35300,40600,38800
E02002988,437.3941,54000,35200,39600,38800
E02002989,403.4456,52000,33100,41300,35700
E02002990,365.7344,53600,31800,41100,38700
E02002991,374.1179,54000,35800,41200,42900
E02002992,372.52,51900,32400,40500,36800
E02002993,304.7547,48700,32500,39900,39600
E02002994,562.0638,55900,38200,43600,39500
E02002995,406.4386,37700,22400,29800,28100
E02002996,337.6109,50400,34700,42600,40400
E02002997,266.7993,42600,27800,34400,33200
E02002998,300.5526,42800,27400,34600,32200
E02002999,397.7035,43700,28600,35000,31500
E02003000,438.2332,52700,36600,41000,37000
E02003001,375.3291,65000,41600,47400,43200
E02003002,401.2108,49100,32500,39500,35600
E02003003,419.5841,48300,30900,37800,33900
E02003004,601.4414,51900,31900,40200,35200
E02003005,638.3775,56600,37900,44200,39500
E02003006,536.597,47900,30500,37400,33700
E02003007,622.285,47000,30900,36100,32900
E02003008,565.4383,43500,28500,33900,31500
E02003009,532.4344,45500,30200,35300,33000
E02003010,581.1855,44100,28600,33600,31700
E02003011,524.245,43700,30600,35100,32200
E02003012,621.2606,46300,28100,36200,31600
E02003013,559.8768,43600,25000,32700,30100
E02003014,650.6113,40600,23500,31100,29100
E02003015,410.3919,50800,30200,38100,33900
E02003016,432.2956,42900,25100,32100,29200
E02003017,371.2499,59400,35100,43200,36600
E02003018,531.4844,49400,30500,38200,33900
E02003019,692.8077,45200,27100,33200,31700
E02003020,377.9226,71900,40200,49600,46500
E02003021,390.005,57800,31800,41200,36500
E02003022,397.0051,75100,43700,51400,47600
E02003023,398.3445,45400,28500,35200,32300
E02003024,489.5252,44800,27500,34800,31100
E02003025,382.5043,44000,25700,34100,29300
E02003026,314.6378,60600,41300,47200,43100
E02003027,366.5263,66300,38600,47000,41900
E02003028,362.7262,73600,41100,50200,43900
E02003029,565.2952,41000,23500,31400,28000
E02003030,468.5403,47300,28500,34400,32800
E02003031,311.0074,67500,39100,49100,44600
E02003032,531.637,44900,27400,32800,30600
E02003033,236.3241,58400,33600,46200,44500
E02003036,205.0197,55000,33100,41500,41200
E02003037,236.0808,62200,35400,44500,45700
E02003038,594.6472,44400,26900,32000,31400
