LSOA21CD,ViolenceSex_1kPersons_15plus,Robbery_1kPersons_15plus,BikeTheft_1kPersons_15plus,Burglary_1kPersons_15plus,Shoplifting_1kPersons_15plus,TheftPerson_1kPersons_15plus,VehicleCrime_1kPersons_15plus,TheftOffences_1kPersons_15plus,CrimDamageArson_1kPersons_15plus,Drugs_1kPersons_15plus,PossessionWeapons_1kPersons_15plus,PublicOrder_1kPersons_15plus,TotExclASB_1kPersons_15plus,ASB_1kPersons_15plus
E01030906,5.99,0,0,1.07,0,0.43,2.35,3.85,2.35,0,0.21,1.07,16.25,4.7
E01030907,11.35,0,0,2.62,0.87,0,1.75,5.24,1.75,0.87,0.58,2.04,25.04,2.04
E01030908,21.85,0.24,0,8.5,1.7,0.24,5.1,15.54,7.28,0.97,0.49,7.53,61.42,25.49
E01030909,17.64,0,0,4.87,0,0,2.74,7.6,3.65,0.61,0.3,3.35,37.41,9.73
E01030910,15.9,0,0,3.98,0,0.33,5.3,9.61,6.96,0.66,1.66,2.32,42.08,7.95
E01030911,14.15,0.54,0,1.09,0.54,0,2.18,3.81,4.08,0.27,0.27,4.63,32.65,5.44
E01030912,22.91,0.3,0.3,1.51,0,0,1.21,3.01,5.12,0.9,0,7.53,47.62,6.33
E01030913,31.76,0,0.32,2.89,0.64,0,1.28,5.13,7.7,1.92,0.96,6.1,59.99,7.38
E01030914,40.44,0.87,1.16,1.73,0,0.29,4.62,7.8,8.09,1.44,1.16,9.82,79.43,34.95
E01030915,17.1,0,0,1.36,0,0,3.26,4.61,5.97,0.54,0.81,3.8,38.55,14.66
E01030916,48.44,0.36,1.61,6.26,21.63,2.32,6.97,38.78,11.44,2.68,0.18,18.59,134.94,29.67
E01030917,13.7,0,0,3.86,0,0,3.16,7.02,2.11,0.35,0,1.76,26.69,7.38
E01030918,19.33,0,0,1.36,0,0,2.03,3.39,5.43,1.7,0.34,4.75,36.96,6.44
E01030919,6.62,0,0,2.35,0,0,1.28,3.63,2.35,0.43,0,1.28,16.86,4.05
E01030920,54.13,0.52,1.81,3.37,5.96,0.26,2.59,13.99,8.03,1.3,1.3,13.73,100.23,24.35
E01030921,26.66,0.7,0.23,1.62,1.62,0.46,5.56,9.5,8.11,2.09,0.46,8.34,61.43,12.29
E01030922,16.43,0,0.22,2,0,0,2.66,4.89,3.33,2,0.22,4,33.98,8.88
E01030923,9.17,0,0,3.78,0,0,6.47,10.25,7.55,0.54,0,2.16,32.63,7.55
E01030924,9.61,0.69,0,1.37,0,0,4.46,5.84,4.12,0.34,0,2.06,24.37,5.49
E01030925,9.74,0,0.25,2.25,0,0,4.99,7.49,1.25,0.25,0,2,23.22,3.5
E01030926,13.34,0.27,0.27,6.14,0,0,3.47,9.87,3.47,0.53,0.27,4.54,36.03,6.14
E01030927,20.5,0.63,0.32,3.15,0,0.32,4.73,8.51,5.05,0.63,0.32,3.15,40.37,11.98
E01030928,26.78,1.13,0.68,7.26,23.83,0.45,6.58,38.8,4.54,1.59,0,10.21,89.18,15.66
E01030929,9.62,0,0,6.76,0.26,0.26,1.82,9.1,4.16,0.26,0.26,1.04,29.38,9.36
E01030930,4.25,0,0,9.03,0,0,2.39,11.42,1.33,0.53,0,1.59,21.51,3.98
E01030931,17.34,0.92,0.69,9.48,1.39,0,10.17,21.73,5.55,1.16,1.85,4.16,59.64,24.27
E01030932,18.59,0.25,0.25,7.54,0,0,4.27,12.06,3.27,0.25,0,4.02,41.7,10.3
E01030933,28.86,0.91,0.23,8.41,14.54,0,5.91,29.08,5,0.23,0.91,9.32,81.35,16.59
E01030934,14.16,0,0,4.63,0,0.27,3.27,8.17,3.54,0.54,0.27,1.91,31.32,3.27
E01030935,5.84,0.31,0,5.84,0,0,4.92,10.76,1.85,0,0,1.85,23.99,4.31
E01030937,24.94,0.25,0,3.95,2.72,0.25,8.15,15.06,8.4,0.74,0,7.16,77.04,16.05
E01030938,21.46,0.31,0.31,3.11,14.61,0,5.91,23.94,8.71,0.93,0.62,7.77,71.52,9.02
E01030939,15.71,0.34,0.34,4.1,0,0.34,3.76,8.54,4.44,1.37,0.34,3.07,35.86,6.15
E01030940,19.48,0,0.21,3.6,1.91,0,3.39,9.11,4.87,0.85,0.21,3.39,43.63,6.14
E01030941,12.25,0,0,3.81,0,0,1.91,5.72,4.63,0.27,0.54,3,32.14,6.26
E01030942,15.07,0,0.3,12.41,0.3,0,2.96,15.96,4.14,0,0.3,1.48,41.37,7.98
E01030943,31.42,0,0,0.63,0,0.31,3.46,4.4,7.54,0.63,0.63,9.74,61.26,16.34
E01030944,17.67,0,0.62,4.65,2.17,0.31,5.58,13.33,5.58,1.86,0.62,8.37,60.78,8.99
E01030945,14.85,0,0,2.31,0,0.33,2.31,4.95,7.26,1.32,0,3.96,35.97,18.15
E01030946,51.02,0.86,1.72,0.86,6.88,0.29,4.59,14.33,8.03,2.29,0.86,19.2,104.33,30.95
E01030947,18.44,0.28,0.28,0.57,0.28,0,4.54,5.67,4.82,1.7,0,3.4,37.73,9.36
E01030948,23.7,0.5,0.5,2.99,11.98,0.25,6.99,22.7,6.49,1,0,18.96,76.35,17.96
E01030949,27.98,0.22,0.87,3.06,1.09,0,9.84,14.86,8.31,1.31,0,10.71,70.82,16.61
E01030950,23.86,0,0,2.03,1.52,0,4.82,8.38,4.57,1.02,1.02,5.08,47.22,9.39
E01030951,18.52,0,0,3.09,0.31,0,3.4,6.79,7.41,1.85,0,6.17,45.68,11.73
E01030952,60.63,1.99,1.42,4.27,0.57,0.85,3.42,10.53,12.81,3.42,0.57,13.38,113.01,25.05
E01030953,14.48,0.56,0.56,1.67,6.4,1.39,4.18,14.2,3.9,0.56,0.56,8.35,51.52,14.48
E01030954,140.66,4.22,19.93,8.61,49.65,12.33,9.79,100.3,29.72,9.12,4.39,59.95,418.44,113.81
E01030955,15.08,0.3,0,1.81,0,0,2.71,4.52,3.02,0,0.3,4.83,30.77,5.13
E01030956,30.3,0.65,1.3,3.26,0,0,5.21,9.78,6.84,1.3,0.33,13.36,65.82,12.71
E01030957,30.49,0,0,1.75,0,0.35,3.86,5.96,6.66,1.4,0.35,1.75,50.47,10.16
E01030958,14.65,0.56,0,0.85,0.28,0,2.25,3.38,4.79,0.28,0.56,2.82,29.59,5.07
E01030959,5.57,0,0,1.59,0,0.4,0.4,2.39,2.39,0,0.4,3.58,17.9,3.18
E01030960,28.84,0.71,0,3.07,2.36,0,4.73,10.17,5.67,0.95,0.47,7.8,58.63,19.86
E01030961,17.62,0,0,1.49,1.06,0,2.34,4.88,5.1,0,0.21,6.58,41.4,8.07
E01030962,31.57,0,0.24,2.2,0,0.24,3.92,6.61,8.57,1.71,0.49,6.36,61.18,35.73
E01030963,4.85,0,0,1.89,0,0,2.16,4.04,2.69,0.81,0.81,0.81,16.98,1.89
E01030964,13.05,0.23,0.68,5.63,0,0.45,3.38,10.13,4.05,2.03,0.23,4.28,38.71,13.05
E01030965,27.51,1.08,1.35,6.74,1.89,0.27,5.39,15.64,6.74,2.43,1.62,7.01,93.04,7.82
E01030966,18.76,0.29,0.59,1.17,0,0.59,1.76,4.1,2.35,1.17,0.29,3.52,35.47,3.81
E01030967,16.79,0,0,3.16,2.43,0.49,3.41,9.49,2.92,1.46,0.49,2.92,36.98,6.81
E01030968,28.46,0.32,5.38,1.9,0,0.95,4.11,12.33,10.12,2.21,0.32,6.64,66.1,22.77
E01030969,18.15,0,2.88,3.46,11.81,0,3.17,21.32,4.32,0,0.58,6.34,56.47,15.27
E01030970,15.66,0,0.28,2.56,0,0,2.56,5.41,5.69,0.28,0.28,5.12,38.14,5.98
E01030971,36.19,0.17,1.21,2.41,0.17,0.34,4.65,8.79,9.13,1.9,0.69,6.38,71.87,11.72
E01030972,54.93,2.72,3.13,4.18,8.98,0.84,5.64,22.77,13.37,5.64,1.88,15.46,126.57,38.22
E01030974,26.29,0.79,0,2.89,7.1,1.31,3.15,14.46,6.57,1.84,0.79,8.94,72.03,14.98
E01030975,15.27,0,0.59,1.47,0,0,4.11,6.17,7.05,1.17,0.29,3.52,37.89,9.69
E01030976,91.89,0.27,0.54,2.16,0.27,0.27,3.77,7.01,8.89,1.62,0.81,14.55,133.39,9.16
E01030977,29.73,0.45,0.9,2.7,16.89,0.45,4.73,25.68,6.08,2.03,0.45,12.16,83.78,25
E01030978,32.27,0.58,0,0.97,0,0.19,3.48,4.64,8.31,0.77,0.19,2.71,51.59,5.8
E01030979,106.42,0.41,1.43,1.22,18.35,1.43,4.08,26.5,8.77,2.24,0.61,18.55,179.61,21.61
E01030980,46.63,0.96,1.2,3.11,0.48,0,4.78,9.56,6.93,3.35,1.2,7.17,83.21,19.37
E01030981,25.1,0.23,0,3.99,0,0,3.28,7.27,4.22,2.58,0.47,5.86,51.84,8.21
E01030983,54.22,1.24,1.03,3.09,0,0.62,3.71,8.45,9.69,2.06,1.24,12.16,95.65,22.06
E01030984,31.23,0.59,2.36,3.34,4.32,0.2,4.71,14.93,5.7,2.75,0.59,12.77,76.21,18.86
E01030986,12.78,0,0.37,1.1,0,0,2.19,3.65,3.65,1.46,0,5.11,29.21,12.05
E01030987,19.21,0.3,0.3,4.43,0.3,0.3,3.84,9.16,5.02,0.59,0.3,6.21,46.99,12.71
E01030988,32.09,0,5.64,6.61,4.08,0.39,5.25,21.98,5.06,2.72,0.78,13.22,81.49,17.5
E01030989,21.05,0.22,0.44,3.95,0,0.44,2.41,7.24,3.73,0.44,0.22,5.7,44.3,10.75
E01030990,7.65,0,0,1.42,0.85,0,3.97,6.24,2.55,0.85,0.28,3.4,25.79,5.39
E01030991,23.64,0.78,3.91,2.54,0,0.39,3.32,10.16,4.3,1.37,0.39,5.86,51.19,24.03
E01030992,12.02,0.23,0,1.62,0,0.46,1.39,3.47,2.77,1.16,0,2.77,25.89,5.32
E01030994,23.52,0.42,0.63,1.89,1.26,0.21,4.41,8.4,6.3,1.26,0.42,6.09,50.2,12.6
E01030995,40.36,0,0.97,0.97,0.97,0.24,5.35,8.51,12.4,0.97,0,9,80.96,19.94
E01030996,12.69,0,0,1.89,0,0.27,2.16,4.32,2.97,0.81,0,0.54,26.99,8.37
E01030997,22.24,0,0.26,2.38,0,0,7.15,9.8,5.03,0.26,0.53,4.24,46.86,12.44
E01030998,6.73,0,0.63,1.68,3.58,0,2.31,8.21,1.89,0.63,0.42,2.1,22.31,3.58
E01030999,6.97,0,0,3.77,0,0,2.32,6.1,1.16,0,0.29,1.45,18.87,2.32
E01031000,12.69,0,1.59,3.17,8.99,0,2.11,15.86,3.97,1.85,0,3.97,43.62,11.1
E01031001,21.83,0,0.7,4.69,2.58,0,3.29,11.27,4.69,0.94,0.47,6.1,49.3,7.75
E01031002,13.97,0.23,0.69,3.21,0,0,7.1,10.99,2.29,0.69,0.23,2.75,35.49,7.33
E01031003,23.38,0.22,0,3.03,6.06,0.22,4.55,13.85,2.38,4.11,0.43,5.19,74.03,13.85
E01031004,28.94,0.72,3.62,4.52,12.3,1.09,5.79,27.31,7.23,1.09,0.72,11.03,91.88,19.53
E01031005,52.11,0,0.5,4.24,1.75,2.24,6.23,14.96,11.97,1,1.75,13.96,104.96,29.92
E01031006,32.25,0.27,0,2.44,0,0,4.61,7.05,8.67,1.9,1.08,6.78,63.69,19.51
E01031007,18.86,0.3,0,6.39,0,0.91,4.87,12.17,5.78,0.61,2.74,2.43,49.27,11.25
E01031008,36.59,0.54,0.27,2.98,0,1.63,7.05,11.92,7.59,2.17,1.63,6.5,75.07,33.06
E01031009,27.65,0.55,0,2.58,0.37,0,5.16,8.11,6.08,3.5,0.92,6.45,58.81,21.02
E01031010,85.98,1.25,1.04,6.02,35.1,0.62,8.31,51.09,15.37,7.27,3.53,22.01,199.58,38.42
E01031011,42.34,0.52,0.35,5.05,1.74,0.87,8.71,16.73,7.84,2.27,0.17,6.45,81.37,18.64
E01031012,52.63,0,0,7.83,0.27,0.27,11.34,19.7,7.83,1.35,1.62,6.75,98.79,21.59
E01031013,29.32,0.37,0.74,3.34,0,0,6.68,10.76,3.34,0.74,0.37,6.31,57.91,12.25
E01031014,27.83,1.62,0.32,5.5,10.36,0.32,7.12,23.62,8.74,1.94,0.97,9.06,78.64,15.86
E01031015,52.37,1.03,0,2.32,0,0,6.19,8.51,9.8,3.87,2.32,8,94.17,32.77
E01031016,20.46,0,0,3.63,5.18,0,6.73,15.54,4.66,0.26,1.04,6.99,57.5,10.62
E01031017,32.39,0,0.24,4.59,0.24,0,7.25,12.33,4.11,1.21,1.45,7.49,64.54,12.57
E01031018,22.89,0,0,2.77,0.35,0,7.63,10.75,3.47,2.43,1.04,3.82,48.56,5.55
E01031019,13.27,0.71,0.24,4.74,1.42,0,14.21,20.61,4.5,1.66,0.95,2.61,51.41,8.29
E01031020,22.9,0.78,0.78,9.63,5.72,0.26,24.98,41.37,9.37,0.52,1.04,7.55,90.55,14.31
E01031021,41.91,2.15,0.43,7.95,4.73,0.21,13.75,27.08,17.41,1.93,0.86,6.45,105.52,35.46
E01031022,24.96,1.24,0,3.92,0,0.83,10.31,15.06,4.74,1.24,1.03,5.78,63.12,9.28
E01031023,24.93,1.45,0,10.41,2.42,0.97,27.6,41.39,4.84,3.39,2.42,7.5,101.91,15.25
E01031024,28.01,0.43,0.43,9.91,0.43,2.59,23.92,37.28,12.5,1.94,1.94,6.46,113.77,17.02
E01031025,42.58,1.18,1.18,7.81,26.97,0,29.1,65.06,10.65,2.84,1.89,11.12,162.53,26.73
E01031026,28.09,0,0,2.97,1.35,0.27,5.13,9.72,9.72,0.54,0.27,3.51,55.38,14.59
E01031027,34.69,1.59,0,7.03,2.95,0.23,85.94,96.15,10.66,3.17,2.04,5.9,168.48,21.54
E01031028,32.76,0.82,0,10.51,2.47,0.21,22.66,35.85,10.51,1.03,1.24,5.36,111.87,16.48
E01031029,22.76,0.76,0.76,1.77,0,0.25,5.82,8.6,7.08,1.26,0.51,2.53,46.54,11.13
E01031030,46.35,1.87,0.34,4.77,1.87,0.51,8.18,15.68,12.61,1.19,1.87,8.52,98.16,26.41
E01031031,23.7,0,0,5.81,0.78,0,9.42,16.01,19.77,0.78,0.63,8.95,83.33,17.11
E01031032,49.32,0,0,5.35,0.3,0,3.86,9.51,10.4,1.19,1.49,10.7,88.83,15.45
E01031033,35.17,0.44,0.44,3.93,0.22,0,6.77,11.36,8.96,1.31,1.97,7.43,72.74,17.04
E01031034,14.98,0.43,0,3.91,2.82,0,5.21,11.94,10.64,0.87,0.65,5.65,48.86,15.42
E01031035,25.25,0.39,0,4.54,0.2,0.2,8.09,13.02,5.92,1.38,0.39,4.54,57.2,10.65
E01031036,14.67,0,0,6.77,0,0,6.54,13.32,5.64,0,0.68,3.39,44.23,5.42
E01031037,22.36,0.62,0,3.08,0.21,0,8.82,12.1,6.56,1.64,0.82,3.9,54.77,19.49
E01031038,19.42,0.4,0,2.22,0.61,0,5.46,8.29,3.64,0.61,0.2,5.87,41.26,13.96
E01031039,27.18,0,0.25,4.57,0.51,0,4.07,9.4,3.81,0.51,1.52,4.32,48.78,11.69
E01031040,19.63,0.23,0,2.93,0,0,8.35,11.28,4.74,2.03,0.68,2.93,45.59,8.35
E01031041,25.88,0.71,0.47,6.41,1.9,0.24,11.63,20.66,9.73,0.71,0.95,8.07,72.41,19.71
E01031042,15.21,0.43,0.21,4.5,0.21,0.21,9.85,15,3.64,0.86,0.86,1.71,41.35,7.93
E01031043,286.02,19.14,21.72,22.15,144.95,18.49,21.51,228.82,70.32,36.56,18.71,77.2,792.04,196.99
E01031044,78.08,0.73,0.48,7.25,0.97,0.73,10.88,20.3,13.78,4.35,1.21,7.49,134.16,24.9
E01031045,55.52,0.83,0.83,4.57,13.31,0.21,9.57,28.49,11.44,4.37,1.46,7.69,117.9,20.79
E01031046,87.48,5.76,3.68,5.99,3.45,0.69,11.05,24.86,26.7,8.29,5.29,21.41,187.62,50.41
E01031047,40.19,1.02,0.61,2.86,0.2,0,5.71,9.38,7.34,3.67,0.41,5.3,73.44,16.12
E01031048,27.7,0.97,0,3.22,0.32,0,3.54,7.09,3.22,1.93,0.64,2.58,49.6,7.09
E01031049,58.14,1.04,2.39,8.05,1.94,0.89,14.46,27.73,12.22,2.24,2.98,13.12,140.88,24
E01031050,37.28,0.88,1.32,4.41,4.85,0.66,10.37,21.62,8.82,1.99,0.88,8.82,90.45,26.91
E01031051,23.68,0.89,0.89,3.85,14.51,0.3,5.33,24.87,6.51,2.37,2.07,3.55,68.38,12.14
E01031052,28.09,0.26,0,2.12,1.06,0,5.3,8.48,7.68,0.79,0.79,3.18,52.73,11.92
E01031053,61.54,1.62,2.43,11.61,26.18,1.62,7.83,49.66,13.5,4.86,1.62,15.38,164.1,28.34
E01031054,55.05,0.5,0.75,3.77,0,0.25,11.81,16.59,5.78,1.76,3.02,7.29,96.03,20.61
E01031055,17.83,0.51,0,1.78,0,0.51,10.44,12.73,3.06,0.76,0.25,2.04,39.22,5.35
E01031056,31.54,1.36,0.54,5.98,0,0,9.24,15.77,5.17,1.09,1.09,6.25,67.16,32.9
E01031057,84.69,0.57,0.57,5.42,0,1.43,6.27,13.69,16.54,3.99,2,11.12,140.29,24.81
E01031058,50.41,2.71,1.08,4.61,4.07,0.27,7.05,17.07,14.36,1.63,1.08,7.59,121.41,19.51
E01031059,66.16,3.58,1.53,5.11,0.77,0.26,7.92,15.58,14.56,5.62,3.07,9.45,124.39,31.67
E01031060,24.41,0.28,0.28,3.65,0.28,0.28,5.33,9.82,8.7,0.84,1.12,3.37,53.03,14.31
E01031061,33.74,0.27,1.1,3.84,12.89,0,7.13,24.97,6.86,0.55,0.55,5.21,82.85,8.5
E01031062,23.32,0.66,0.66,1.97,0,0,5.91,8.54,5.58,2.3,2.3,2.63,46.96,12.15
E01031063,52.07,2.25,0.96,4.18,12.86,0.64,9.96,28.61,12.86,6.11,1.93,11.57,123.11,22.82
E01031064,126.98,7.49,5.09,10.18,121.89,2.99,15.57,155.74,35.04,9.28,10.48,42.83,439.35,120.4
E01031065,72.59,2.01,1,3.27,0.25,0.5,5.78,10.8,8.79,2.01,2.76,10.55,117.56,20.85
E01031066,53.27,0.26,0,3.69,0,0,5.8,9.49,11.34,1.58,2.64,10.02,94.41,16.09
E01031067,37.6,1.07,0,2.69,8.33,0.27,9.4,20.68,12.36,1.07,1.34,7.25,84.61,16.65
E01031068,15.87,0.67,0,1.79,0,0.22,6.71,8.72,4.02,0.89,0.67,2.24,35.99,4.02
E01031069,16.49,0,0.26,2.32,0,0,3.61,6.18,3.35,0.26,0.26,2.83,32.46,5.92
E01031070,28.08,0.26,0,5.46,0,0.26,14.04,19.76,10.14,1.04,1.82,6.76,78.26,12.48
E01031073,36.41,0.98,0.59,1.37,0.2,0.2,4.7,7.05,6.26,3.13,1.96,9.59,81.03,37.39
E01031074,36.26,0.26,0.26,5.44,0,0.26,5.96,11.91,10.1,1.55,2.07,9.07,79,25.12
E01031075,58.28,2.31,1.15,5.19,0.38,0.19,9.04,15.96,12.5,2.69,3.46,10.58,111.37,34.05
E01031077,45.21,1.24,0.25,5.22,0.5,0.25,8.45,14.65,9.19,1.99,0.99,10.68,89.67,29.06
E01031078,33.2,0.18,0.18,3.14,0.37,0.37,5.17,9.22,5.17,1.48,1.48,6.46,63.09,9.41
E01031079,44.6,0.5,0.76,3.78,0,0.5,7.81,12.85,7.56,2.27,2.02,6.3,81.63,14.61
E01031080,45.7,1.24,0,6.21,17.64,0.25,17.39,41.48,10.93,1.99,1.74,8.69,118.98,33.28
E01031081,44.03,0.77,0.51,1.54,3.33,0,4.86,10.24,7.17,0.77,1.79,6.14,78.08,28.93
E01031082,16.74,0.28,0.28,3.69,0,0,6.52,10.5,0.85,0.85,0.57,2.84,36.6,16.45
E01031083,26.53,0.45,0.23,3.4,0.91,0,6.12,10.66,3.4,1.36,0.91,3.4,49.66,15.87
E01031084,69.48,0.57,0.19,4.57,0.57,0.57,12.37,18.28,10.85,2.09,3.05,9.71,122.98,22.27
E01031085,19.49,0.3,0.3,0.89,0,0,5.61,6.79,3.84,0.89,0.89,3.54,39.86,12.7
E01031086,38.65,1.21,0,2.42,0,0,6.64,9.06,4.43,1.81,0.4,3.82,63.2,8.86
E01031087,44.55,0.94,0.57,4.53,5.85,0.19,7.17,18.31,10.76,2.64,2.27,8.87,93.43,19.82
E01031088,39.45,0.81,0.2,5.29,0.61,0,9.56,15.66,6.91,2.85,1.63,4.88,75.86,15.46
E01031089,15.69,1.62,0,3.52,19.48,0,4.06,27.06,5.95,1.62,0.81,2.71,61.96,12.72
E01031090,90.62,1.87,1.07,2.14,0,0,8.55,11.76,27,3.74,2.94,14.43,160.65,52.13
E01031091,24.88,0.25,0.25,1,4.73,0,3.73,9.7,5.97,0.5,0.75,4.48,51.24,8.21
E01031092,94.83,0.57,0.57,6.61,0.29,1.15,10.92,19.54,23.28,2.59,2.59,16.95,172.99,40.52
E01031093,35.02,0.92,0.61,3.99,0.31,0,6.14,11.06,7.68,0.92,1.54,6.14,67.28,56.22
E01031094,59.62,1.74,1.05,6.62,1.05,1.74,10.11,20.57,12.9,5.93,2.44,9.41,117.15,25.1
E01031095,79.4,0.34,0.34,3.76,0,0,5.13,9.24,14.03,3.08,1.37,8.56,130.05,20.53
E01031096,60.02,2.46,0.92,2.77,4.31,0.31,9.23,17.54,13.54,2.77,3.08,10.16,117.27,40.32
E01031097,42.75,0.24,0.24,5.52,0,0,3.6,9.37,5.28,2.4,0.72,6.48,72.05,12.01
E01031098,35.58,0.29,0.29,7.87,0,0,12.54,20.71,4.37,2.62,0,4.37,74.07,14.87
E01031099,36.27,1.06,0.53,8.49,7.08,0.18,13.8,30.08,6.37,1.77,1.59,5.48,88.11,23
E01031100,12.59,0,0.3,3,0,0,4.5,7.79,1.5,0.3,0,0.3,24.88,7.49
E01031101,23.44,0.29,0.58,3.18,12.15,0,12.73,28.65,4.92,0.58,0.58,5.21,68.29,21.12
E01031102,41.7,0.91,3.63,4.84,19.34,0,10.28,38.08,8.46,3.32,1.51,10.88,128.44,24.78
E01031104,17.34,0.27,1.63,1.9,0,0.81,6.23,10.57,4.34,0.27,0,4.07,40.11,9.76
E01031105,34.07,0.25,1.27,6.36,3.56,1.53,8.14,20.85,7.12,1.53,1.27,7.37,79.84,13.48
E01031106,28.09,0.8,0,3.21,0.27,0,6.69,10.17,5.62,0.54,1.07,8.03,58.59,20.87
E01031107,14.01,0,0,1.75,0,0,3.15,4.9,3.15,0.35,0.35,3.15,28.01,7
E01031108,26.77,0,0,2.59,0,0,7.2,9.79,5.18,0,0.29,1.15,48.07,8.92
E01031109,54.57,1.29,1.29,7.46,0.51,0.51,26.77,36.55,10.04,3.86,2.57,10.3,130.24,24.97
E01031110,30.35,0.74,0,10.12,7.16,0,7.65,24.92,8.39,1.73,0.99,6.17,79.94,12.09
E01031111,28.8,0,0.38,4.61,0,0.38,5.76,11.14,3.84,0.38,0.38,4.61,57.22,9.98
E01031112,23.06,0.26,0.26,1.02,0,0,5.38,6.66,5.12,0.77,1.54,4.61,44.07,13.58
E01031114,26.72,0.51,0.25,1.53,22.39,1.27,5.09,30.53,7.38,3.31,1.53,8.14,83.97,15.78
E01031115,26.56,0.68,0.45,3.83,0.68,0,3.83,8.78,6.98,0.9,0.45,2.7,51.77,13.05
E01031116,74.82,1.24,0.5,9.2,0.99,0.5,16.9,28.09,18.64,5.47,1.99,9.69,155.36,25.85
E01031117,51.14,0.27,0.81,0.81,0.27,0,4.06,5.95,9.74,2.44,1.08,8.39,86.04,22.19
E01031118,62.65,1.7,1.36,5.11,0.34,1.7,11.58,20.09,13.96,4.77,1.02,12.26,127.34,40.86
E01031119,72.98,3.11,1.91,6.46,0.24,0.48,11.01,20.1,16.51,5.5,2.15,13.88,141.66,45.94
E01031120,17.81,0,0,10.74,0.28,0,13.01,24.03,5.37,1.7,0.57,7.07,66.16,9.05
E01031121,4.69,0,0,2.01,0,0,4.02,6.02,1.34,0.33,0.33,0.67,14.73,1.67
E01031122,8.29,0,0,2.14,2.94,0,1.87,6.96,1.34,0,0.27,1.34,19.8,2.68
E01031123,9.14,0.32,0,3.15,0,0,4.1,7.25,0.95,0.32,0,1.58,23,5.04
E01031124,9.8,0.25,0,4.02,1.26,0,4.27,9.55,1.76,0.25,0.25,1.76,26.63,2.51
E01031125,13.02,0,0,2.13,0.53,0.27,1.33,4.25,5.32,0.8,0.27,3.99,31.1,10.37
E01031127,52.71,0.75,0,1,2.76,0.5,2.26,6.53,8.53,2.26,2.76,9.29,87.85,14.06
E01031129,12.75,0.32,0.64,2.23,0,0,4.78,7.65,3.51,0.64,0.32,1.27,30.59,3.82
E01031130,42.55,0.64,0.43,5.56,0.86,0,7.91,14.75,6.63,4.92,0.64,5.99,82.53,14.54
E01031131,37.92,0.42,0.63,2.93,0,0,4.19,7.75,6.91,3.56,2.51,3.56,67.25,11.31
E01031132,44.55,1.01,1.82,3.24,11.34,0.61,5.27,22.28,16.61,6.48,2.84,9.72,109.76,21.47
E01031133,34.44,0.28,1.14,2.28,0,0.57,4.84,8.82,7.12,4.27,1.14,6.83,68.03,18.5
E01031134,5.79,0,0.23,0.69,0,0.23,2.08,3.24,3.24,0.23,0.23,0.93,15.29,4.17
E01031135,9.87,0,0,0.96,0.48,0,1.93,3.37,0.72,0.48,0.48,1.2,18.55,3.37
E01031136,20.32,0.21,0.21,1.89,6.91,0.21,1.47,10.69,5.24,1.68,0.42,2.1,42.32,6.91
E01031137,26.1,0.67,0.33,3.01,3.01,0,5.02,11.38,3.01,0.33,0.67,8.37,54.55,8.7
E01031138,17.65,0.35,0,1.04,0,0,3.46,4.5,1.38,1.73,0,1.38,29.77,2.77
E01031139,12.63,0.23,0.23,1.61,0,0,3.9,5.74,1.61,0.46,0.23,2.3,26.17,8.03
E01031140,23.98,0.3,0.3,2.07,0,0,4.14,6.51,7.4,1.18,0.89,6.22,49.73,7.99
E01031142,89.38,1.76,0.5,5.29,0,0.25,12.59,18.63,12.08,4.28,1.51,16.62,151.81,23.41
E01031143,29.07,0,0.26,7.33,6.55,0,8.12,22.26,3.93,3.4,1.57,6.81,82.22,9.43
E01031144,71.47,1.32,3.43,2.37,1.58,1.32,4.75,13.45,6.86,7.38,3.43,16.88,136.34,39.29
E01031145,128.65,1.78,5.34,4.58,7.12,4.32,7.12,28.48,17.8,11.44,5.34,25.68,237.73,52.12
E01031146,56.81,1.3,0.78,3.37,0.52,0.26,4.67,9.6,10.38,1.56,2.59,13.75,103.5,20.75
E01031148,26.23,0,0.43,2.56,0.43,0,5.97,9.38,3.63,0.64,0,5.54,53.53,8.53
E01031149,13.69,0.25,0,5.32,3.3,0,8.87,17.49,3.55,0.51,0,2.53,45.88,7.35
E01031150,30.61,0.34,0.67,4.04,0.67,0,16.15,21.53,7.4,3.03,1.68,3.36,84.76,7.4
E01031151,18.24,0.25,0,6.08,10.39,0.25,13.42,30.14,5.83,0.25,0,4.56,64.59,8.11
E01031152,6.65,0,0,3.7,0,0.37,4.8,8.87,2.59,0,0.74,1.85,24.02,9.24
E01031153,17.41,0.49,0,2.94,0,0,8.58,11.53,4.91,0.98,1.47,3.92,45.87,6.38
E01031154,17.48,0.45,0,2.47,0.22,0.22,12.33,15.24,8.07,1.12,0.9,5.83,54.25,13.23
E01031155,11.39,0.58,0.29,1.17,0,0,1.75,3.21,1.17,0.88,0.58,1.17,19.87,2.63
E01031156,6.86,0,0,0.79,0,0,1.32,2.11,1.32,0.53,0,0.79,13.71,3.69
E01031157,17.29,0.18,0.18,0.35,0.53,0.35,1.76,3.18,1.94,0.71,0.35,2.82,36.53,9.18
E01031158,20.61,0,0.36,1.81,0,0.36,1.08,3.62,3.62,0.72,0.36,2.53,33.62,6.87
